time_step_counter,growing_season,dap,th1,th2,th3,th4,th5,th6,th7,th8,th9,th10,th11,th12,time_step_counter,season_counter,dap,Wr,z_gw,surface_storage,IrrDay,Infl,Runoff,DeepPerc,CR,GwIn,Es,EsPot,Tr,TrPot,time_step_counter,season_counter,dap,gdd,gdd_cum,z_root,canopy_cover,canopy_cover_ns,biomass,biomass_ns,harvest_index,harvest_index_adj,yield_,Season,crop Type,Harvest Date (YYYY/MM/DD),Harvest Date (Step),Yield (tonne/ha),Seasonal irrigation (mm)
10.0,1.0,11.0,0.22495783119209378,0.3300000872602493,0.330000060425766,0.33000005012720063,0.3300000496144272,0.33000004951750134,0.330000049497522,0.33000004949324085,0.33000004949230183,0.3300000494920925,0.3300000494920551,0.33000004949204614,10.0,0.0,11.0,88.5,-999.0,0.0,0.0,1.0,0.0,0.0001773441071838858,0.0,0.0,2.465883179885093,2.5850000000000004,0.0,0.0,10.0,0.0,11.0,10.215,148.64000000000001,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
11.0,1.0,12.0,0.20025792915123403,0.3300000218912945,0.3300000151592312,0.3300000125755928,0.3300000124469516,0.33000001242263544,0.3300000124176231,0.330000012416549,0.33000001241631344,0.330000012416261,0.33000001241625165,0.3300000124162494,11.0,0.0,12.0,86.03,-999.0,0.0,0.0,0.1,0.0,4.449094496433085e-05,0.0,0.0,2.5699902040859826,3.0690000000000004,0.0,0.0,11.0,0.0,12.0,11.620000000000001,160.26000000000002,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
12.0,1.0,13.0,0.18435692284605434,0.3300000054919488,0.3300000038030515,0.33000000315488487,0.3300000031226123,0.33000000311651195,0.3300000031152544,0.3300000031149849,0.330000003114926,0.3300000031149128,0.33000000311491046,0.33000000311490985,12.0,0.0,13.0,84.44,-999.0,0.0,0.0,0.4,0.0,1.116160454251406e-05,0.0,0.0,1.9901006305179918,2.75,0.0,0.0,12.0,0.0,13.0,11.395,171.65500000000003,0.30437966170423636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
13.0,1.0,14.0,0.17104228622145953,0.33000000137778535,0.3300000009540855,0.3300000007914775,0.3300000007833811,0.33000000078185077,0.33000000078153535,0.33000000078146763,0.3300000007814528,0.33000000078144953,0.33000000078144887,0.33000000078144875,13.0,0.0,14.0,89.69999999999999,-999.0,0.0,0.0,0.4,0.0,2.800152470678269e-06,0.0,0.0,1.7314636624594937,2.827,0.0,0.0,13.0,0.0,14.0,11.965,183.62000000000003,0.3165775944687474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
14.0,1.0,15.0,0.16156858308146915,0.33000000034564997,0.33000000023935494,0.33000000019856085,0.33000000019652964,0.3300000001961457,0.3300000001960667,0.3300000001960497,0.33000000019604603,0.3300000001960451,0.3300000001960449,0.330000000196045,14.0,0.0,15.0,92.06,-999.0,0.0,0.0,1.2,0.0,7.024844763295509e-07,0.0,0.0,2.11070967563262,3.1528070860052195,0.03666063836643552,0.03666063836643552,14.0,0.0,15.0,13.565,197.18500000000003,0.32811283853408907,0.00680548884197039,0.00680548884197039,0.2556228931767543,0.2556228931767543,0.0,0.0,0.0,,,,,,
15.0,1.0,16.0,0.1796623492051683,0.3300000000867145,0.3300000000600478,0.3300000000498138,0.3300000000493041,0.33000000004920776,0.33000000004918795,0.33000000004918373,0.33000000004918273,0.3300000000491826,0.33000000004918245,0.3300000000491825,15.0,0.0,16.0,97.17,-999.0,0.0,0.0,3.8,0.0,1.7623484932836492e-07,0.0,0.0,1.9646841013611815,1.9646841013611815,0.02593928626890868,0.02593928626890868,15.0,0.0,16.0,9.995000000000001,207.18000000000004,0.3391095610957824,0.00771911306303058,0.00771911306303058,0.545408738281652,0.545408738281652,0.0,0.0,0.0,,,,,,
16.0,1.0,17.0,0.15384804901647492,0.33000000002175445,0.33000000001506447,0.330000000012497,0.33000000001236907,0.3300000000123449,0.3300000000123399,0.33000000001233887,0.3300000000123387,0.3300000000123386,0.3300000000123386,0.3300000000123386,16.0,0.0,17.0,97.88,-999.0,0.0,0.0,0.0,0.0,4.421267214894543e-08,0.0,0.0,2.528633015831638,3.521436437534549,0.05279700303771448,0.05279700303771447,16.0,0.0,17.0,7.799999999999999,214.98000000000005,0.3496561567597277,0.008755389636727081,0.008755389636727081,0.873899855981878,0.873899855981878,0.0,0.0,0.0,,,,,,
17.0,1.0,18.0,0.13823953044779258,0.33000000000545765,0.3300000000037793,0.3300000000031351,0.33000000000310314,0.3300000000030971,0.33000000000309576,0.33000000000309554,0.33000000000309554,0.33000000000309543,0.33000000000309543,0.33000000000309543,17.0,0.0,18.0,99.61999999999999,-999.0,0.0,0.0,0.0,0.0,1.1091764988888859e-08,0.0,0.0,1.4881422711783279,4.271234744192642,0.0727095856899167,0.0727095856899167,17.0,0.0,18.0,8.54,223.52000000000004,0.35981837427370766,0.009927503322069722,0.009927503322069722,1.2461135055104036,1.2461135055104036,0.0,0.0,0.0,,,,,,
18.0,1.0,19.0,0.12862453902019413,0.3292760714862213,0.3300000000009482,0.33000000000078655,0.33000000000077856,0.330000000000777,0.33000000000077667,0.3300000000007766,0.3300000000007766,0.3300000000007766,0.3300000000007766,0.3300000000007766,18.0,0.0,19.0,101.88999999999999,-999.0,0.0,0.0,0.4,0.0,2.7826256951453248e-09,0.0,0.0,1.3614991427598604,3.7435560770297,0.07239285151479104,0.07239285151479104,18.0,0.0,19.0,12.105,235.62500000000003,0.3696467947348001,0.01126025218116158,0.01126025218116158,1.6679692133683068,1.6679692133683068,0.0,0.0,0.0,,,,,,
19.0,1.0,20.0,0.11904357760520912,0.3283621445100593,0.33000000000023794,0.33000000000019736,0.33000000000019536,0.33000000000019497,0.3300000000001948,0.33000000000019475,0.33000000000019475,0.33000000000019475,0.33000000000019475,0.33000000000019475,19.0,0.0,20.0,104.14000000000001,-999.0,0.0,0.0,0.3,0.0,5.955784519351928e-10,0.0,0.0,1.258096141498511,4.164280372256081,0.09139269761620065,0.09139269761620065,19.0,0.0,20.0,15.07,250.69500000000002,0.37918138557592973,0.012757346648338896,0.012757346648338896,2.145496565351884,2.145496565351884,0.0,0.0,0.0,,,,,,
20.0,1.0,21.0,0.10808495480503691,0.3270725103508773,0.33000000000005963,0.3300000000000495,0.330000000000049,0.3300000000000489,0.3300000000000489,0.33000000000004887,0.33000000000004887,0.33000000000004887,0.33000000000004887,0.33000000000004887,20.0,0.0,21.0,106.22000000000001,-999.0,0.0,0.0,0.0,0.0,1.493894728900982e-10,0.0,0.0,1.0958622800172326,5.193164164879625,0.12896341591819865,0.12896341591819865,20.0,0.0,21.0,17.8,268.495,0.38845442239787387,0.014407797814050733,0.014407797814050733,2.684285772125027,2.684285772125027,0.0,0.0,0.0,,,,,,
21.0,1.0,22.0,0.10159623570745717,0.3259873209786334,0.33000000000001506,0.3300000000000124,0.3300000000000124,0.33000000000001234,0.33000000000001234,0.3300000000000123,0.3300000000000123,0.3300000000000123,0.3300000000000123,0.3300000000000123,21.0,0.0,22.0,108.76,-999.0,0.0,0.0,0.3,0.0,3.74430134144985e-11,0.0,0.0,0.948871909757983,3.8499054768591536,0.1085189372243912,0.1085189372243912,21.0,0.0,22.0,19.11,287.605,0.3974924441399631,0.01631779903385284,0.01631779903385284,3.2938237247275257,3.2938237247275257,0.0,0.0,0.0,,,,,,
22.0,1.0,23.0,0.09760063553448692,0.3250926579705286,0.33000000000000373,0.33000000000000307,0.33000000000000307,0.330000000000003,0.330000000000003,0.3300000000000031,0.3300000000000031,0.3300000000000031,0.3300000000000031,0.3300000000000031,22.0,0.0,23.0,111.57,-999.0,0.0,0.0,0.4,0.0,9.431447625953201e-12,0.0,0.0,0.7995600172970297,2.791234738407559,0.08946630081048258,0.08946630081048258,22.0,0.0,23.0,15.96,303.565,0.4063176075360935,0.01850843320840012,0.01850843320840012,3.9843113669469172,3.9843113669469172,0.0,0.0,0.0,,,,,,
23.0,1.0,24.0,0.09731087464396687,0.3240058683620064,0.3300000000000009,0.33000000000000074,0.33000000000000074,0.3300000000000007,0.3300000000000007,0.3300000000000008,0.3300000000000008,0.3300000000000008,0.3300000000000008,0.3300000000000008,23.0,0.0,24.0,111.42999999999999,-999.0,0.0,0.0,2.8,0.0,2.3786543395261157e-12,0.0,0.0,2.828976089052029,2.980743129849059,0.10867896085221927,0.10867896085221927,23.0,0.0,24.0,11.69,315.255,0.41494865310259754,0.020993155947020208,0.020993155947020208,4.766365612703678,4.766365612703678,0.0,0.0,0.0,,,,,,
24.0,1.0,25.0,0.09064956205204273,0.32193459331080515,0.33000000000000024,0.33000000000000024,0.33000000000000024,0.3300000000000002,0.3300000000000002,0.3300000000000001,0.3300000000000001,0.3300000000000001,0.3300000000000001,0.3300000000000001,24.0,0.0,25.0,113.85,-999.0,0.0,0.0,0.6,0.0,5.988220714890919e-13,0.0,0.0,1.266131259192423,5.014865211650562,0.20712750512012307,0.20712750512012307,24.0,0.0,25.0,13.915,329.17,0.42340161134067267,0.023706503354661682,0.023706503354661682,5.648108338050534,5.648108338050534,0.0,0.0,0.0,,,,,,
25.0,1.0,26.0,0.08395550708137428,0.31959223334058817,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,25.0,0.0,26.0,116.26,-999.0,0.0,0.0,0.0,0.0,1.1100290352339087e-13,0.0,0.0,0.6694054970668504,5.009363131688242,0.23423599702169587,0.23423599702169587,25.0,0.0,26.0,14.985,344.15500000000003,0.43169033015422753,0.026743921080427585,0.026743921080427585,6.64107113992318,6.64107113992318,0.0,0.0,0.0,,,,,,
26.0,1.0,27.0,0.07759086233543182,0.31674395868615796,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,26.0,0.0,27.0,118.63000000000001,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6364644745942524,5.387037125985445,0.28482746544301935,0.28482746544301935,26.0,0.0,27.0,15.475000000000001,359.63000000000005,0.439826876137143,0.030121333311997813,0.030121333311997813,7.757239955043223,7.757239955043223,0.0,0.0,0.0,,,,,,
27.0,1.0,28.0,0.07172679317121726,0.31339230419813713,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,27.0,0.0,28.0,121.00999999999999,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5864069164214631,5.610968285693277,0.33516544880208426,0.33516544880208426,27.0,0.0,28.0,17.555,377.18500000000006,0.447821844926249,0.033880708753708626,0.033880708753708626,9.009976358664723,9.009976358664723,0.0,0.0,0.0,,,,,,
28.0,1.0,29.0,0.06625785971541491,0.30940887476680407,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,28.0,0.0,29.0,123.36999999999999,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5468933455802413,5.909873517632221,0.3983429431333073,0.3983429431333073,28.0,0.0,29.0,17.63,394.81500000000005,0.4556846047295003,0.03804398470115841,0.03804398470115841,10.413251901917498,10.413251901917498,0.0,0.0,0.0,,,,,,
29.0,1.0,30.0,0.065,0.3025957778884041,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,29.0,0.0,30.0,122.56,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42092915599706554,5.064226747049984,0.3861665033844411,0.3861665033844411,29.0,0.0,30.0,15.645,410.46000000000004,0.46342348990537285,0.04279894092197206,0.04279894092197206,11.987563315795963,11.987563315795963,0.0,0.0,0.0,,,,,,
30.0,1.0,31.0,0.065,0.29328821106817665,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,30.0,0.0,31.0,124.93,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44058499842610427,5.695711516137197,0.4901716835966577,0.4901716835966577,30.0,0.0,31.0,15.075,425.535,0.4710459566359525,0.04800572051773631,0.04800572051773631,13.748069460238069,13.748069460238069,0.0,0.0,0.0,,,,,,
31.0,1.0,32.0,0.065,0.2848110510842861,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,31.0,0.0,32.0,127.38,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3648291566388114,4.955102126566562,0.48288684175027363,0.48288684175027363,31.0,0.0,32.0,17.57,443.105,0.47855870943666845,0.05397573590289204,0.05397573590289204,15.720664302877651,15.720664302877651,0.0,0.0,0.0,,,,,,
32.0,1.0,33.0,0.065,0.2750733651807598,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,32.0,0.0,33.0,129.71,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38285041766999917,5.362502289271079,0.5909181726826584,0.5909181726826583,32.0,0.0,33.0,16.935,460.04,0.4859678049497167,0.060554260199516305,0.060554260199516305,17.92524388314311,17.92524388314311,0.0,0.0,0.0,,,,,,
33.0,1.0,34.0,0.065,0.2653885792763953,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,33.0,0.0,34.0,128.73999999999998,-999.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5352094220416832,5.077536399660246,0.6332691683947993,0.6332691683947993,33.0,0.0,34.0,17.1,477.14000000000004,0.4932787378427623,0.06792978439776752,0.06792978439776752,20.387780639046934,20.387780639046934,0.0,0.0,0.0,,,,,,
34.0,1.0,35.0,0.065,0.2559092072487003,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,34.0,0.0,35.0,131.09,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3013463439317642,4.569021291659196,0.646590858837751,0.646590858837751,34.0,0.0,35.0,19.155,496.2950000000001,0.5004965124655104,0.0762991071014135,0.0762991071014135,23.140320847192246,23.140320847192246,0.0,0.0,0.0,,,,,,
35.0,1.0,36.0,0.065,0.24610402806774628,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,35.0,0.0,36.0,133.41000000000003,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27636204464609954,4.3786204908832795,0.7041558734493134,0.7041558734493133,35.0,0.0,36.0,18.045,514.34,0.5076257030638663,0.08571195985911857,0.08571195985911857,26.215607022915556,26.215607022915556,0.0,0.0,0.0,,,,,,
36.0,1.0,37.0,0.065,0.2332844858174648,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,36.0,0.0,37.0,132.13,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3183268544524567,5.303381728364761,0.9636273705757208,0.9636273705757208,36.0,0.0,37.0,18.685,533.025,0.5146705047209658,0.09565996075540222,0.09588019748058359,29.628091933420635,29.635512091723847,0.0,0.0,0.0,,,,,,
37.0,1.0,38.0,0.065,0.22022028393098886,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,37.0,0.0,38.0,134.12,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2787887084819635,4.99644834342211,1.0276314801656583,1.0276314801656583,37.0,0.0,38.0,18.31,551.3349999999999,0.5216347767226748,0.1067876416844681,0.10875193568667153,33.41306484997793,33.48572660480132,0.0,0.0,0.0,,,,,,
38.0,1.0,39.0,0.065,0.20822167007121306,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,38.0,0.0,39.0,136.22,-999.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4074423175082507,4.240172003950848,0.9924190684693566,0.9924190684693565,38.0,0.0,39.0,19.494999999999997,570.8299999999999,0.5285220796883059,0.11957679396138779,0.12335168080972074,37.620083546459064,37.81609061846414,0.0,0.0,0.0,,,,,,
39.0,1.0,40.0,0.065,0.19183475365385755,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,39.0,0.0,40.0,137.88,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24707844692754266,5.265181980052903,1.3916131948080528,1.3916131948080526,39.0,0.0,40.0,19.814999999999998,590.645,0.535335707534529,0.1327742850453281,0.13991141456480796,42.255914251822816,42.681012985279686,0.0,0.0,0.0,,,,,,
40.0,1.0,41.0,0.065,0.17693255786950676,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,40.0,0.0,41.0,136.39,-999.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.37179945697877786,4.393437743277078,1.318420121456307,1.318420121456307,40.0,0.0,41.0,19.995,610.64,0.5420787151299455,0.1478352948712198,0.15869426178084903,47.37289543654522,48.13954529957062,0.0,0.0,0.0,,,,,,
41.0,1.0,42.0,0.065,0.16220042802504653,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,41.0,0.0,42.0,138.22,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1409213160394866,3.895364795404812,1.3322916684065458,1.3322916684065456,41.0,0.0,42.0,20.52,631.16,0.5487539423338926,0.16477301696563823,0.17999867130571606,53.020686915196606,54.255342734865266,0.0,0.0,0.0,,,,,,
42.0,1.0,43.0,0.065,0.1409089863176866,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,42.0,0.0,43.0,139.39000000000001,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16920107662838127,5.095600501737353,1.9599430941076232,1.9599430941076232,42.0,0.0,43.0,19.72,650.88,0.5553640349843486,0.18125293014843213,0.204163158190091,59.174656075553955,61.09647580962243,0.0,0.0,0.0,,,,,,
43.0,1.0,44.0,0.065,0.12652836988963492,0.3217961080362173,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,43.0,0.0,44.0,137.13,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14456722804307465,4.906424923094023,2.1138836111403942,2.1138836111403942,43.0,0.0,44.0,18.805,669.685,0.5619114632979982,0.19834377208927,0.23157168250068338,65.84304256650704,68.73505298223492,0.0,0.0,0.0,,,,,,
44.0,1.0,45.0,0.065,0.12533550927190215,0.30058015640371016,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,44.0,0.0,45.0,138.19,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11928606177328945,4.3816014069965,2.1215951632507113,2.1215951632507113,44.0,0.0,45.0,17.505000000000003,687.1899999999999,0.5683985380643489,0.21714956151738118,0.26265975022911847,73.06531376850731,77.24661253652454,0.0,0.0,0.0,,,,,,
45.0,1.0,46.0,0.065,0.12431734220133915,0.27958282048936417,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,45.0,0.0,46.0,135.99,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10181670705631887,3.8537803868664158,2.099733591434598,2.099733591434598,45.0,0.0,46.0,17.8,704.9899999999999,0.5748274249506659,0.23740215061650663,0.29792133323649916,80.87013602812057,86.70924616960899,0.0,0.0,0.0,,,,,,
46.0,1.0,47.0,0.065,0.12333105508296738,0.2559660332829419,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,46.0,0.0,47.0,136.83,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09862871183718912,3.8740320776146397,2.3616787206422276,2.361678720642227,46.0,0.0,47.0,19.395000000000003,724.3849999999999,0.5812001571818888,0.2578291123977496,0.33791671818765623,89.2482001836797,97.20243040401903,0.0,0.0,0.0,,,,,,
47.0,1.0,48.0,0.065,0.12239445015512157,0.22995814848866197,0.33000000000000007,0.33000000000000007,0.33,0.33,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,0.33000000000000007,47.0,0.0,48.0,137.44,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09366049278458653,3.8404506854157043,2.600788479427991,2.600788479427991,47.0,0.0,48.0,20.314999999999998,744.6999999999998,0.5875186468169455,0.2779391191159042,0.38328140919022446,98.17688430497537,108.80557235437558,0.0,0.0,0.0,,,,,,
