timestamp,Basilea Temperature [2 m elevation corrected],Basilea Growing Degree Days [2 m elevation corrected],Basilea Temperature [1000 mb],Basilea Temperature [850 mb],Basilea Temperature [700 mb],Basilea Sunshine Duration,Basilea Shortwave Radiation,Basilea Direct Shortwave Radiation,Basilea Diffuse Shortwave Radiation,Basilea Precipitation Total,Basilea Snowfall Amount,Basilea Relative Humidity [2 m],Basilea Cloud Cover Total,Basilea Cloud Cover High [high cld lay],Basilea Cloud Cover Medium [mid cld lay],Basilea Cloud Cover Low [low cld lay],Basilea CAPE [180-0 mb above gnd],Basilea Mean Sea Level Pressure [MSL],Basilea Geopotential Height [1000 mb],Basilea Geopotential Height [850 mb],Basilea Geopotential Height [700 mb],Basilea Geopotential Height [500 mb],Basilea Temperature,Basilea Soil Temperature [0-10 cm down],Basilea Soil Moisture [0-10 cm down],Basilea Vapor Pressure Deficit [2 m],Basilea Wind Speed [10 m],Basilea Wind Direction [10 m],Basilea Wind Speed [80 m],Basilea Wind Direction [80 m],Basilea Wind Gust,Basilea Wind Speed [900 mb],Basilea Wind Direction [900 mb],Basilea Wind Speed [850 mb],Basilea Wind Direction [850 mb],Basilea Wind Speed [700 mb],Basilea Wind Direction [700 mb],Basilea Wind Speed [500 mb],Basilea Wind Direction [500 mb]
2022-01-01T00:00:00,9.710529,0,11.92,8.78,-0.33,0,0,0,0,0,0,67,0,0,0,0,0,1028.8,237,1591,3170,5791,4.35,5.75,0.274,3.9601479,5.8048253,119.74488,4.1046314,195.25513,12.959999,30.962095,269.3338,32.686733,277.59464,45.737003,295.1531,75.7584,318.6604
2022-01-01T01:00:00,9.190529,0,11.41,8.51,0,0,0,0,0,0,0,74,0,0,0,0,0,1029.1,239,1591,3169,5793,3.98,5.2900085,0.274,3.0130196,6.696387,143.74615,5.6233797,219.80557,13.32,33.31508,276.20346,32.19938,280.30487,42.650505,291.8014,69.75644,315.83636
2022-01-01T02:00:00,9.060529,0,11.54,8.3,0.32,0,0,0,0,0,0,66,0,0,0,0,0,1029.4,240,1592,3169,5796,3.69,4.9200134,0.246,3.9057589,7.729527,152.24146,6.4096174,218.15723,21.96,30.009838,280.36633,29.723444,281.17383,42.805195,288.1302,66.953224,314.34647
2022-01-01T03:00:00,8.900529,0,11.84,8.29,0.36,0,0,0,0,0,0,59,0,0,0,0,0,1030.2,247,1598,3176,5804,3.36,4.5899963,0.246,4.659353,8.287822,145.61966,6.6087217,209.35776,18,26.019806,284.42078,27.645092,278.23563,41.792576,287.03015,65.53285,311.65967
2022-01-01T04:00:00,8.740529,0,11.96,8.52,0.41,0,0,0,0,0,0,56,0,0,0,0,0,1029.5,241,1592,3171,5799,3.07,4.2900085,0.246,4.946565,8.14587,135,7.5685663,182.72632,14.04,23.664352,283.1906,26.368616,274.69867,40.711845,291.8014,62.00889,310.99817
2022-01-01T05:00:00,8.290529,0,11.82,8.9,0.41,0,0,0,0,0,0,58,0,0,0,0,0,1028.7,235,1585,3165,5793,2.73,4,0.246,4.5801077,7.7043357,127.40535,8.707237,150.25511,10.08,20.833395,279.95062,26.341572,273.91827,41.700993,297.22867,59.83477,307.42148
2022-01-01T06:00:00,7.9805284,0,11.79,9.17,0.62,0,0,0,0,0,0,63,0,0,0,0,0,1028.9,236,1587,3168,5796,2.43,3.7099915,0.246,3.9508467,7.729527,117.75854,10.495713,120.96376,5.7599998,18.448023,275.59933,25.651104,274.8304,40.813583,300.1837,55.2163,304.1045
2022-01-01T07:00:00,7.4105287,0,11.52,9.49,0.76,0,0,0,0,0,0,67,0.3,1,0,0,0,1029.4,239,1592,3173,5801,2.16,3.4400024,0.246,3.389545,8.089993,110.854454,13.37825,113.80594,7.92,16.203999,271.27304,24.144165,272.56378,39.3439,304.56253,53.470604,298.1179
2022-01-01T08:00:00,6.9405284,0,11.28,9.45,0.97,0,0,0,0,0,0,67,0.3,1,0,0,0,1029.4,239,1593,3175,5804,1.86,3.1700134,0.246,3.282318,8.427383,109.9831,16.42247,116.00334,8.64,14.764389,268.60284,23.110207,274.46716,38.175278,308.49106,52.52053,298.67316
2022-01-01T09:00:00,6.3805285,0,11.26,9.51,1.32,0,0,0,0,0,0,66,0.90000004,3,0,0,0,1028.6,231,1587,3170,5798,1.62,2.9200134,0.246,3.2541895,8.891344,111.37062,17.238699,118.70595,9.36,14.471821,264.28943,20.633371,276.009,36.68822,312.61407,47.55544,299.4759
2022-01-01T10:00:00,5.8405285,0,11.13,9.68,1.54,43.09596,23.14,6.448738,16.691261,0,0,66,2.4,8,0,0,0,1028.7,232,1589,3173,5800,3.14,2.9100037,0.246,3.135201,9,106.2602,18.678415,117.55281,9.72,13.75558,263.991,19.44,270,34.61995,315,42.420464,300.04645
2022-01-01T11:00:00,6.0705285,0,11.04,9.9,1.71,59.636364,141.51,42.051094,99.4589,0,0,69,0.6,2,0,0,0,1029.4,237,1596,3181,5807,6.21,4.01001,0.246,2.904338,9.449572,107.74467,22.077717,114.05734,9,13.363711,265.36453,18.751125,273.30188,29.52878,315,36.927643,299.81418
2022-01-01T12:00:00,7.9105287,0,11.33,10.12,1.99,59.81818,241.19,90.33722,150.85278,0,0,72,0.3,1,0,0,0,1029.7,241,1602,3188,5815,8.94,5.630005,0.246,2.9756374,10.24578,108.434944,17.114204,104.620865,10.440001,13.339445,266.90594,18.0036,271.14575,24.72495,312.04926,33.818928,295.2011
2022-01-01T13:00:00,10.280529,0.011688709,11.54,10.19,2.19,60,301.71,135.04626,166.66373,0,0,71,0,0,0,0,0,1028,229,1592,3179,5806,11.32,7.480011,0.246,3.6153584,9.885262,100.49147,11.720751,100.61965,7.2,12.979984,266.8202,17.64,270,23.584808,301.26373,32.789658,289.23068
2022-01-01T14:00:00,11.510529,0.06293869,12.01,11.67,2.73,56.545456,336.41998,149.8702,186.54979,0,0,68,5.7000003,19,0,0,0,1026.4,218,1580,3174,5803,12.92,9.179993,0.246,4.328891,10.390226,104.03624,11.966954,105.708626,7.2,11.570515,264.64417,18.709612,281.09372,27.811018,291.2505,51.500134,271.60226
2022-01-01T15:00:00,12.910529,0.12127205,13.21,11.75,2.42,57.090908,316.84,136.67552,180.16447,0,0,67,4.8,16,0,0,0,1026,216,1580,3174,5801,13.81,10.619995,0.246,4.894429,9.9571085,102.52881,11.177405,104.93142,5.7599998,11.212135,264.47247,17.298738,282.01147,26.980793,288.6767,48.612,268.727
2022-01-01T16:00:00,13.560529,0.14835536,14.1,11.78,2.44,59.272728,254.54,95.6319,158.9081,0,0,68,1.2,4,0,0,0,1026,217,1584,3178,5803,13.56,11.459991,0.246,4.9515753,10.239453,100.124664,11.792404,102.33909,5.04,10.823973,266.1859,15.463244,282.09476,24.923338,280.82303,47.521362,269.56595
2022-01-01T17:00:00,13.080529,0.12835538,14.5,11.8,2.54,60,145.95999,43.729233,102.23076,0,0,69,0,0,0,0,0,1026,217,1584,3179,5804,11.38,11.380005,0.246,4.6491404,11.090103,103.13402,17.654686,106.58733,5.7599998,9.726665,267.8789,13.556282,280.71313,24.57511,275.04245,44.71107,273.23102
2022-01-01T18:00:00,12.130529,0.08877206,14.48,11.9,2.71,51.15,30.26,8.47636,21.78364,0,0,69,0,0,0,0,0,1025.2,209,1578,3173,5796,8.57,10.230011,0.245,4.368574,11.841756,109.53665,23.675304,118.12373,7.2,9.178235,258.69006,12.620554,273.2705,27.009598,271.52753,43.63283,273.31094
2022-01-01T19:00:00,9.540529,0,14.38,11.82,2.71,0,0,0,0,0,0,80,0,0,0,0,0,1025.2,206,1574,3170,5792,7.26,8.950012,0.245,2.3728771,11.770403,113.42869,21.26744,123.95906,6.4799995,8.427383,250.0169,11.165805,268.1524,27.359999,270,40.68637,271.01398
2022-01-01T20:00:00,7.9305286,0,13.35,11.59,2.45,0,0,0,0,0,0,86,0,0,0,0,0,1025.2,205,1572,3167,5788,6.21,7.850006,0.245,1.4898434,9.83268,113.7495,21.068459,123.146996,3.6,10.931203,252.75854,13.138765,260.5377,28.880886,265.71085,41.041576,269.49744
2022-01-01T21:00:00,7.1705284,0,12.86,11.51,2.17,0,0,0,0,0,0,87,0,0,0,0,0,1025.7,208,1575,3169,5790,5.33,6.9200134,0.245,1.3135557,9.028754,113.498566,19.376562,125.16643,3.96,13.493999,260.78897,16.039202,260.9605,30.903435,261.9643,41.41408,268.50568
2022-01-01T22:00:00,7.0205283,0,12.65,11.49,1.72,0,0,0,0,0,0,84,0,0,0,0,0,1026.5,214,1581,3174,5794,4.6,6.130005,0.245,1.600172,7.754637,111.80141,12.031756,128.92754,3.2399998,15.137133,267.27368,17.771753,263.01895,32.569557,256.5782,40.808823,265.44623
2022-01-01T23:00:00,7.6405287,0,12.16,11.42,1.43,0,0,0,0,0,0,76,0,0,0,0,0,1026.3,214,1580,3171,5791,4.03,5.480011,0.245,2.504099,7.24486,116.56505,6.792466,147.99461,4.68,17.283749,268.80652,20.211363,265.91437,35.647274,249.91803,42.206066,261.66257
2022-01-02T00:00:00,8.490529,0,12.12,11.32,1.45,0,0,0,0,0,0,66,0,0,0,0,0,1025.7,209,1574,3165,5784,3.57,4.9400024,0.245,3.758277,7.42159,112.83366,6.297428,149.03624,2.52,18.532133,262.18472,22.505037,262.6476,40.537983,250.27773,45.33428,257.61926
2022-01-02T01:00:00,8.780529,0,11.99,11.32,1.34,0,0,0,0,0,0,60,0,0,0,0,0,1025.6,209,1573,3163,5780,3.17,4.5,0.245,4.5090413,7.968939,108.434944,6.3690495,137.2906,1.4399999,20.06334,260.7067,25.812277,261.9829,39.399857,257.86868,49.6813,256.16516
2022-01-02T02:00:00,8.600529,0,12.08,11.29,1.09,0,0,0,0,0,0,60,5,16,5,0,0,1025.8,211,1575,3163,5780,2.81,4.110016,0.275,4.4545283,8.766573,109.17901,7.729527,117.75854,4.68,22.734219,259.04596,29.239891,265.7636,39.47708,257.35785,55.61854,256.14365
2022-01-02T03:00:00,8.200529,0,11.93,11.12,0.91,0,0,0,0,0,0,61,30,38,30,0,0,1026,212,1574,3161,5777,2.51,3.7700195,0.275,4.2270784,9.028754,113.498566,6.725354,105.5241,4.32,24.858253,259.992,28.808998,268.5679,41.835964,254.52869,60.79738,257.692
2022-01-02T04:00:00,8.350529,0,11.93,11.24,0.49,0,0,0,0,0,0,61,6.3,21,1,0,0,1025.4,207,1569,3154,5769,2.13,3.4599915,0.275,4.2702856,8.373386,115.46334,8.905908,104.03624,4.68,25.86494,261.1932,27,270,46.102493,255.52971,64.52441,256.11884
2022-01-02T05:00:00,8.010529,0,11.88,11.12,0.07,0,0,0,0,0,0,63,42,15,42,0,0,1024.2,197,1558,3142,5756,1.83,3.1400146,0.275,3.9589086,9.360001,112.61986,12.783802,99.72758,3.96,26.6327,260.665,25.922499,269.20428,47.966537,253.87741,67.4354,257.67026
2022-01-02T06:00:00,7.6305285,0,12.09,10.99,-0.09,0,0,0,0,0,0,66,39,15,39,0,0,1024.2,197,1557,3140,5755,1.54,2.869995,0.275,3.5450568,9.693296,111.80141,15.629971,104.67639,13.32,26.405453,258.99646,23.219301,262.875,47.928696,251.15677,69.08718,261.91214
2022-01-02T07:00:00,7.1205287,0,12.19,10.83,-0.36,0,0,0,0,0,0,70,32,26,32,0,0,1024.2,197,1556,3138,5752,1.34,2.6400146,0.275,3.0209312,9.028754,113.498566,15.716793,110.09523,14.759999,26.717722,255.96376,22.450264,254.18082,46.89682,245.99286,71.57394,264.80557
2022-01-02T08:00:00,7.0005283,0,12.17,10.75,-0.48,0,0,0,0,0,0,71,27,65,27,0,0,1023.7,192,1551,3132,5744,1.44,2.7000122,0.275,2.8963423,7.754637,111.80141,13.202726,115.86635,14.4,25.620771,252.83807,23.933907,248.83875,49.10405,243.43495,70.17415,264.4064
2022-01-02T09:00:00,6.3905287,0,11.72,10.51,-0.4,0,0,0,0,0,0,73,85,32,85,0,0,1023,186,1543,3124,5735,1.07,2.4400024,0.275,2.5859885,7.072878,104.74355,11.043261,109.025604,13.32,25.96496,253.07248,26.141552,247.31944,52.807228,243.26027,70.81393,258.86145
2022-01-02T10:00:00,6.6005287,0,11.37,10.44,-0.2,0,21.36,5.953559,15.406442,0,0,71,100,92,100,0,0,1023.1,186,1542,3123,5731,3.69,2.7000122,0.275,2.8179455,6.6185193,112.380135,11.298495,112.47943,13.32,27.09822,250.60219,29.973106,245.89777,56.159996,247.38013,75.528824,256.49365
2022-01-02T11:00:00,7.5105286,0,11.75,10.2,-0.29,0,86.33,44.042305,42.287697,0,0,64,100,100,100,0,0,1023.7,192,1549,3130,5734,5.78,3.8600159,0.275,3.7230043,6.489992,109.44003,12.43434,112.10944,6.8399997,30.5173,252.84758,39.18712,246.7323,60.716324,249.52348,85.53315,261.52887
2022-01-02T12:00:00,8.330529,0,12.01,10.18,-0.98,0,161.09,96.57698,64.513016,0,0,63,100,85,100,0,0,1023.4,190,1549,3128,5730,9.15,5.5,0.275,4.0458107,6.9527545,111.2505,14.658676,114.67686,9.72,42.95933,256.42957,51.241543,250.29202,66.02835,251.56506,86.86748,264.05313
2022-01-02T13:00:00,10.280529,0.011688709,12.8,10.02,-1.43,0,235.84999,137.55978,98.29021,0,0,65,100,92,100,0,0,1022.5,184,1545,3123,5722,10.72,7.360016,0.274,4.363364,6.4096174,128.15723,8.4963045,126.38435,8.28,65.52099,254.0546,59.446888,253.10135,63.140755,257.15228,91.98052,266.40967
2022-01-02T14:00:00,11.480529,0.061688703,13.26,9.07,-2.76,16.969696,161.09,95.67313,65.41687,0,0,70,71,23,71,1,0,1022.3,183,1543,3116,5712,12.48,8.429993,0.274,4.0502977,8.557102,112.249016,11.440979,114.14554,28.8,46.127785,262.3758,57.977886,268.5768,88.317474,254.15085,98.36633,264.5398
2022-01-02T15:00:00,13.360529,0.14002204,15.18,7.98,-2.4,55.454544,312.38998,139.15735,173.23264,0,0,67,7.5000005,25,0,0,0,1020.7,173,1533,3106,5702,13.64,10.01001,0.274,5.0402737,4.0249224,169.69516,6.0347,162.64597,20.16,46.384148,254.23785,43.956867,267.65314,100.7003,263.6372,105.87917,268.4413
2022-01-02T16:00:00,16.270529,0.26127204,17.97,8.02,-2.95,52.909092,254.54,97.71539,156.8246,0,0,46,11.700001,39,0,0,0,1021.2,179,1542,3110,5704,13.91,11.130005,0.274,9.947846,8.647496,272.38596,13.684735,271.50745,25.919998,51.269356,257.42755,56.575005,263.05588,78.36184,261.0137,110.634865,272.61102
2022-01-02T17:00:00,15.970529,0.24877203,17.69,7.58,-3.22,55.454544,153.08,45.92742,107.15258,0,0,44,7.5000005,25,0,0,0,1021.2,179,1541,3108,5699,12.57,11.5,0.274,10.12084,15.158522,265.91437,25.40743,262.67358,32.039997,59.212063,262.3133,64.96877,265.86914,76.47268,261.33588,113.66255,275.9995
2022-01-02T18:00:00,14.760529,0.19835536,16.53,6.75,-3.33,46.77697,37.38,10.479298,26.900703,0,0,47,10.200001,34,0,0,0,1021,177,1535,3101,5690,9.84,10.779999,0.274,8.863485,12.6462,265.10092,22.963936,260.98068,29.88,64.048645,264.1933,62.665855,268.35403,77.246635,259.52795,111.88068,274.05936
2022-01-02T19:00:00,13.320529,0.13835537,15.41,6.21,-3.44,0,0,0,0,0,0,52,3.6000001,12,0,0,0,1021.9,183,1538,3101,5690,8.84,9.76001,0.274,7.3122287,12.24,241.92752,22.881958,245.85446,33.12,63.41009,263.4802,56.16,270,82.39912,259.42648,110.139404,274.49927
2022-01-02T20:00:00,12.510529,0.104605354,14.67,4.96,-4.17,0,0,0,0,0,0,56,16.800001,56,15,0,0,1021.8,182,1533,3092,5676,8.65,9.029999,0.274,6.35723,13.237039,247.61987,23.806318,249.64677,34.2,69.13594,264.02222,61.92942,269.00076,85.216644,258.54767,107.24012,274.42822
2022-01-02T21:00:00,12.340529,0.09752206,14.19,4.39,-3.98,0,0,0,0,0,0,58,55,69,55,0,0,1022.4,187,1536,3092,5675,8.51,8.589996,0.274,6.0009546,14.81259,244.05771,26.282463,246.5953,36.36,69.53221,263.7581,65.25937,266.8377,80.820595,266.16895,105.482445,270.3911
2022-01-02T22:00:00,12.190529,0.091272034,13.69,3.96,-4.1,0,0,0,0,0,0,62,100,76,100,0,0,1023,192,1538,3092,5669,8.96,8.470001,0.274,5.376194,16.394829,250.76932,27.77838,251.09543,35.28,74.116295,264.7048,71.512344,265.38007,76.32,270,113.7879,268.73102
2022-01-02T23:00:00,11.910529,0.07960538,13.23,3.97,-4.26,0,0,0,0,0,0,67,50,84,50,0,0,1022.7,190,1533,3088,5660,9,8.5,0.274,4.583561,17.31746,249.30457,28.820242,249.52771,37.8,75.70706,261.52313,74.034065,262.73676,76.350555,271.62115,118.81963,271.04163
2022-01-03T00:00:00,11.740529,0.072522044,12.94,3.51,-4.77,0,0,0,0,0,0,71,100,100,100,0,0,1022.9,191,1532,3086,5654,9.3,8.580017,0.273,3.9830894,21.829777,256.65128,32.569557,256.5782,40.32,77.01728,264.63586,78.17307,267.88867,78.12,270,120.75518,272.90506
2022-01-03T01:00:00,11.590529,0.06627206,12.87,3.44,-4.52,0,0,0,0,0,0,67,100,100,100,0,0,1022.8,191,1532,3085,5649,9.24,8.679993,0.273,4.4878263,20.150354,251.24136,30.396025,251.35046,37.8,81.207726,261.3311,76.68337,269.46204,83.17948,271.24,126.306656,275.88934
2022-01-03T02:00:00,11.750529,0.07293872,12.8,3.5,-4.84,0,0,0,0,0,0,69,68,72,68,0,0,1023.1,192,1532,3085,5642,9.5,8.809998,0.269,4.2605944,27.155552,255.41107,37.894165,255.69974,43.199997,82.75381,265.00867,82.44707,269.24945,80.07876,273.60846,131.15318,276.46176
2022-01-03T03:00:00,11.570529,0.06543871,12.54,3.73,-7.2,0,0,0,0,0,0,71,100,100,100,74,11,1023,191,1531,3081,5637,9.61,8.929993,0.268,3.9386406,26.6327,260.665,36.813408,260.99823,44.639996,81.853905,266.72235,81.36318,269.49298,82.4785,271.75085,124.87434,275.95715
2022-01-03T04:00:00,11.210529,0.05043872,12.18,3.28,-6.83,0,0,0,0,0,0,72,86,88,86,0,4,1022.6,188,1526,3072,5625,9.23,8.940002,0.268,3.713337,26.82906,258.38852,37.137627,258.25436,42.48,80.691414,267.9546,78.479996,270,84.04285,276.3944,130.53761,278.08542
2022-01-03T05:00:00,10.580529,0.024188718,11.71,2.97,-8.42,0,0,0,0,0,0,71,27,40,27,0,45,1022.3,185,1522,3064,5614,8.51,8.670013,0.267,3.6883755,24.975283,254.96219,35.364388,255.25644,42.48,75.24,270,76.32,270,77.59482,278.8068,130.6775,279.51422
2022-01-03T06:00:00,10.530529,0.022105375,11.62,3.18,-8.22,0,0,0,0,0,0,71,43,86,43,0,22,1022.2,185,1521,3059,5610,8.55,8.459991,0.267,3.676117,25.620771,252.83807,36,253.7398,41.760002,71.28818,270.86804,74.159996,270,90.612076,279.83655,132.2984,283.05304
2022-01-03T07:00:00,10.3005295,0.012522061,11.33,2.87,-8,0,0,0,0,0,0,74,58,100,58,0,54,1022.7,188,1524,3059,5607,8.5,8.360016,0.267,3.2456846,22.35481,255.06857,31.608328,255.48894,38.88,66.24098,270.3114,71.662605,268.56073,83.03523,283.79526,123.23416,282.65588
2022-01-03T08:00:00,10.090529,0.00377206,11.09,2.11,-8.37,0,0,0,0,0,0,75,100,93,100,0,13,1022.6,187,1522,3056,5601,8.41,8.279999,0.266,3.0773935,22.086521,250.9744,31.193535,251.14685,38.88,69.68952,265.5559,75.48849,265.34982,84.31227,286.11343,140.00482,281.56998
2022-01-03T09:00:00,9.5505295,0,10.8,1.97,-8.8,0,0,0,0,0,0,75,59,35,59,0,0,1022,182,1515,3049,5591,7.66,8.040009,0.266,2.9680882,18.792551,253.30075,27.897097,252.73419,37.079998,67.86739,265.74115,71.15352,265.35672,89.94238,289.1602,138.43205,279.73178
2022-01-03T10:00:00,9.530529,0,10.55,1.38,-8.28,28.681482,23.14,6.450632,16.689367,0,0,74,35,24,35,0,35,1022.6,187,1518,3051,5590,8.26,7.830017,0.266,3.0826702,20.150354,251.24136,28.916763,251.11392,35.28,69.303505,265.8296,67.688614,269.0858,83.79885,287.50085,144.31017,281.366
2022-01-03T11:00:00,10.600529,0.02502203,11.05,1.15,-8.71,47.272724,141.51,42.08174,99.42825,0,0,71,21,18,21,3,4,1022.4,186,1517,3050,5587,10.24,8.369995,0.266,3.6932888,23.749088,255.96376,30.124065,255.46555,37.079998,64.83598,268.09085,65.54472,271.57367,85.156555,287.97537,133.9321,281.15894
2022-01-03T12:00:00,11.530529,0.063772045,11.6,0.87,-8.45,54.545452,242.97,91.58313,151.38687,0,0,68,9,21,9,0,36,1023,191,1523,3055,5591,11.93,9.380005,0.266,4.3346167,27.047956,260.0362,33.39473,258.81122,41.039997,62.74336,266.71075,66.33775,273.11084,82.79765,290.08954,138.9586,285.47644
2022-01-03T13:00:00,12.040529,0.085022055,11.95,0.88,-8.5,49.090908,311.5,135.53548,175.96452,0,0,64,18,18,18,0,33,1022.1,184,1517,3049,5585,13,10.410004,0.267,5.043234,29.17777,260.7701,35.09769,259.95798,39.96,57.402782,265.68396,64.18104,273.21548,80.421936,292.08716,141.85004,288.80283
2022-01-03T14:00:00,12.930529,0.12210536,12.91,2.34,-7.38,37.57576,325.74,154.0905,171.64949,0,0,62,37,78,37,0,7,1018.7,157,1494,3033,5583,14.26,11.690002,0.268,5.643382,25.212852,260.1342,30.0767,258.95908,32.039997,50.555332,255.56793,49.74387,262.51495,67.16196,282.69537,122.0745,289.8243
2022-01-03T15:00:00,13.220529,0.1341887,13.36,2.12,-7.77,41.81818,314.16998,140.50188,173.6681,0,0,58,30,22,30,0,12,1018.1,152,1491,3029,5582,14.12,12.25,0.269,6.3566313,26.368616,265.30133,31.487139,264.09387,33.839996,46.982414,254.8989,58.237713,256.04965,67.345985,276.13727,115.58467,287.02402
2022-01-03T16:00:00,13.120529,0.13002205,13.4,2.49,-7.58,34.545456,250.09,100.87384,149.21616,0,0,58,42,45,42,1,1,1017.7,148,1488,3029,5584,13.61,12.429993,0.271,6.3153,25.233406,255.96376,30.911821,255.15454,34.2,51.074345,248.49857,56.143845,255.51823,69.61696,280.72885,117.20364,286.5981
2022-01-03T17:00:00,12.630529,0.109605394,13.31,2.37,-6.95,38.78788,153.97,46.259842,107.71016,0,0,57,35,54,35,8,0,1017.6,147,1486,3027,5586,12.1,12.100006,0.273,6.2618027,23.936617,257.84506,31.435646,256.7595,34.92,54.763794,252.39882,58.49862,262.21896,69.9707,280.67398,122.15252,288.38153
2022-01-03T18:00:00,11.580529,0.065855384,12.83,2.02,-6.28,32.75926,38.27,10.737513,27.532488,0,0,61,38,66,38,14,0,1016.9,141,1479,3019,5582,10.19,11.190002,0.274,5.300293,20.082708,255.46555,29.175552,254.24884,33.839996,56.37765,253.30075,59.254726,265.12073,75.2951,290.4278,122.85075,289.3376
2022-01-03T19:00:00,11.440529,0.060022037,12.95,1.94,-6.21,0,0,0,0,0,0,62,72,38,36,72,0,1016.2,135,1474,3015,5578,9.96,10.399994,0.275,5.116827,16.179985,249.14554,26.00486,248.0513,30.960001,56.69514,251.10486,58.14195,262.17093,72.809944,290.85446,122.29195,289.60846
2022-01-03T20:00:00,11.510529,0.06293869,12.85,2.08,-6.03,0,0,0,0,0,0,62,68,45,68,22,3,1015.4,129,1468,3010,5574,10.09,10.110016,0.278,5.1405582,18.514643,243.43495,27.047956,243.0939,34.92,57.946583,251.90274,59.53185,266.1859,69.60672,290.59073,121.13131,288.00415
2022-01-03T21:00:00,11.200529,0.050022047,12.77,2.73,-5.85,0,0,0,0,0,0,64,74,73,74,39,1,1014.9,125,1465,3010,5574,9.58,9.809998,0.28,4.7711296,16.704155,232.88315,25.992401,233.44753,33.12,59.915943,249.60513,59.212063,262.3133,66.78751,291.17056,116.24878,287.48105
2022-01-03T22:00:00,11.090529,0.045438726,13.01,3.05,-5.85,0,0,0,0,0,0,65,100,29,100,68,1,1014,118,1460,3007,5573,9.32,9.490021,0.284,4.604904,14.113652,232.2532,23.185787,233.84181,30.960001,58.89604,253.66975,58.21101,264.67725,55.099995,288.6717,118.0586,287.9377
2022-01-03T23:00:00,11.270529,0.0529387,12.99,3.63,-5.69,0,0,0,0,0,0,65,100,30,100,100,4,1012.8,108,1452,3001,5571,9.64,9.410004,0.291,4.6601524,14.003028,223.95837,21.407139,227.72632,30.960001,62.516773,252.92154,61.048393,265.2644,54.664314,263.9515,117.15939,289.38144
2022-01-04T00:00:00,11.140529,0.047522027,12.96,3.78,-5.31,0,0,0,0,0,0,66,100,27,100,100,21,1012.4,104,1448,2997,5573,9.55,9.369995,0.295,4.488187,13.493999,226.08093,20.898613,227.79271,29.16,59.427265,252.00409,58.569466,264.70993,62.214413,261.68237,114.97083,285.9947
2022-01-04T01:00:00,10.400529,0.016688704,12.42,4.07,-5.31,0,0,0,0,0.1,0,71,100,31,100,100,4,1011.2,94,1438,2987,5568,9.16,9.230011,0.297,3.644411,10.685391,212.61925,17.283749,215.6764,28.44,61.23493,248.26114,63.38965,256.2005,65.74708,255.73549,111.55121,281.1649
2022-01-04T02:00:00,10.440529,0.01835537,12.66,4.16,-4.71,0,0,0,0,0,0,67,100,100,100,100,0,1010.2,85,1430,2979,5565,9.02,9.059998,0.27,4.15816,10.383987,213.69006,17.10284,220.73212,29.519999,66.52991,245.37643,75.13572,251.56506,67.96758,262.0845,110.78762,277.65616
2022-01-04T03:00:00,10.500529,0.020855388,12.59,4.52,-4.35,0,0,0,0,0.1,0,68,100,83,100,100,1,1009.4,79,1422,2975,5563,8.96,8.950012,0.269,4.0483074,10.799999,216.8699,16.323528,221.42366,31.319998,61.501022,243.58493,85.449776,249.27444,73.546684,266.9135,112.5252,277.3524
2022-01-04T04:00:00,10.440529,0.01835537,12.62,4.14,-3.64,0,0,0,0,0.3,0,72,100,35,100,100,6,1008.4,72,1414,2968,5558,8.92,8.869995,0.268,3.5281363,10.883676,235.7843,16.09969,243.43495,36,65.605,249.77515,85.222725,255.31804,85.87189,263.50067,108.140305,278.61566
2022-01-04T05:00:00,10.730529,0.0304387,13.03,4.47,-3.16,0,0,0,0,0.1,0,73,100,44,100,100,0,1006.6,57,1400,2956,5550,8.85,8.800018,0.267,3.4684467,9,216.8699,13.237038,225,36,64.560555,243.14919,86.97558,251.41507,96.846016,270.63898,117.99655,275.9541
2022-01-04T06:00:00,10.730529,0.0304387,12.75,4.88,-3.08,0,0,0,0,0.1,0,71,100,66,100,100,1,1005.5,48,1391,2953,5547,9.21,8.830017,0.267,3.7253695,16.870138,219.80557,23.166216,224.3704,43.56,68.27198,244.3808,93.12595,259.08102,97.20066,269.7878,114.12,270
2022-01-04T07:00:00,10.760529,0.03168869,12.69,6.44,-2.23,0,0,0,0,0.2,0,71,100,39,100,100,5,1004.3,37,1384,2949,5544,9.25,8.920013,0.266,3.7328072,22.545315,218.51694,30.145567,220.156,46.44,84.203835,243.87315,98.8395,255.66006,82.1936,266.9872,128.74316,264.5445
2022-01-04T08:00:00,10.110529,0.004605373,11.9,6.57,-1.96,0,0,0,0,0.4,0,73,100,100,100,100,0,1003.4,29,1376,2943,5540,8.95,8.910004,0.267,3.3280306,28.227304,217.74681,36.322556,219.36932,57.239998,87.58289,243.6456,105.29984,256.1538,122.211914,266.9606,109.83776,268.4975
2022-01-04T09:00:00,10.660529,0.027522048,12.74,6.94,-2.21,0,0,0,0,0.3,0,73,100,21,100,100,10,1001.3,13,1361,2930,5526,9.26,8.920013,0.273,3.4523363,26.758923,222.2737,35.132755,224.16968,61.199997,84.94856,246.2594,100.29732,262.16074,133.2394,268.6066,104.76062,269.8031
