timestamp,Basilea Temperature [2 m elevation corrected],Basilea Precipitation Total,Basilea FAO Reference Evapotranspiration [2 m]
20220224T1800,12.460529,0,0.15535213
20220224T1900,11.230529,0,0.09273336
20220224T2000,9.910529,0,0.060119174
20220224T2100,9.330529,0,0.053836055
20220224T2200,9.900529,0,0.069270946
20220224T2300,9.060529,0.3,0.04683466
20220225T0000,5.0005283,1.5,0.04346074
20220225T0100,4.3605285,0,0.033490747
20220225T0200,4.4305286,0,0.040096246
20220225T0300,3.7705286,0,0.017628005
20220225T0400,2.9905286,0,0.01321108
20220225T0500,1.8805287,0,0.012873443
20220225T0600,1.5105287,0,0.006814341
20220225T0700,1.3705287,0,0.005579355
20220225T0800,0.90052867,0,0.003861432
20220225T0900,0.91052866,0,0.007891389
20220225T1000,2.4805286,0,0.05037652
20220225T1100,4.020529,0,0.11189153
20220225T1200,4.7105284,0,0.14711866
20220225T1300,5.3905287,0,0.14390743
20220225T1400,7.3605285,0,0.2248801
20220225T1500,7.2005286,0,0.20192601
20220225T1600,7.1205287,0,0.13384561
20220225T1700,7.1405287,0,0.121311285
20220225T1800,6.9805284,0,0.1032654
20220225T1900,6.5205283,0.1,0.07464406
20220225T2000,6.1105285,0.1,0.042004995
20220225T2100,5.5805287,0.1,0.035607014
20220225T2200,5.3105288,0,0.033745565
20220225T2300,4.540529,0,0.02516184
20220226T0000,3.5605285,0,0.018611621
20220226T0100,2.9505286,0,0.013974438
20220226T0200,2.4905286,0,0.00796799
20220226T0300,2.0405285,0,0.002785424
20220226T0400,1.5905286,0,0.003209189
20220226T0500,1.2105286,0,0.000567902
20220226T0600,1.0305287,0,0
20220226T0700,0.80052865,0,0
20220226T0800,0.25052866,0,0
20220226T0900,0.31052867,0,0.001466481
20220226T1000,1.6705287,0,0.04561799
20220226T1100,3.2805285,0,0.105837904
20220226T1200,4.4605284,0,0.14253037
20220226T1300,5.4505286,0,0.19398989
20220226T1400,6.4205284,0,0.18472219
20220226T1500,7.2005286,0,0.21655744
20220226T1600,7.4105287,0,0.20823495
20220226T1700,7.6805286,0,0.17097741
20220226T1800,7.5805287,0,0.12434362
20220226T1900,6.3705287,0,0.059227206
20220226T2000,4.9505286,0,0.042731114
20220226T2100,3.5305285,0,0.03559803
20220226T2200,2.4505286,0,0.031212835
20220226T2300,1.8905287,0,0.033523012
20220227T0000,0.98052865,0,0.023808513
20220227T0100,0.41052866,0,0.019528998
20220227T0200,-0.009471342,0,0.011364786
20220227T0300,-0.23947135,0,0.005307859
20220227T0400,-0.59947133,0,0
20220227T0500,-0.9794713,0,0
20220227T0600,-0.8694713,0,0
20220227T0700,-0.93947136,0,0
20220227T0800,-1.0194713,0,0
20220227T0900,-0.28947133,0,0.001221658
20220227T1000,2.3405285,0,0.06545374
20220227T1100,4.2105284,0,0.140849
20220227T1200,5.6105285,0,0.1949655
20220227T1300,6.9905286,0,0.23738958
20220227T1400,6.5005283,0,0.2396528
20220227T1500,7.7805285,0,0.25055215
20220227T1600,8.820529,0,0.24303642
20220227T1700,9.3005295,0,0.21788535
20220227T1800,8.720529,0,0.1638947
20220227T1900,7.3305287,0,0.08964931
20220227T2000,4.9405284,0,0.04953337
20220227T2100,3.1005285,0,0.04151464
20220227T2200,2.7205286,0,0.043188017
20220227T2300,1.8005286,0,0.037718877
20220228T0000,1.1605287,0,0.028420892
20220228T0100,0.59052867,0,0.01499174
20220228T0200,-0.35947132,0,0.003317844
20220228T0300,-0.81947136,0,0.007044468
20220228T0400,-0.7894713,0,0.00948725
20220228T0500,-0.8094713,0,0.011606267
20220228T0600,-0.7394713,0,0.017344791
20220228T0700,-0.7894713,0,0.017989313
20220228T0800,-1.0494714,0,0.018236933
20220228T0900,-0.82947135,0,0.018666938
20220228T1000,0.74052864,0,0.06201986
20220228T1100,2.4805286,0,0.1151676
20220228T1200,3.8105285,0,0.17038345
20220228T1300,5.0805287,0,0.21720985
20220228T1400,7.8405285,0,0.2515614
20220228T1500,9.020529,0,0.25574464
20220228T1600,9.610529,0,0.22955327
20220228T1700,9.900529,0,0.18337476
20220228T1800,9.770529,0,0.12429841
20220228T1900,8.790529,0,0.055074025
20220228T2000,7.2005286,0,0.037979588
20220228T2100,4.540529,0,0.02252909
20220228T2200,3.6405284,0,0.019084591
20220228T2300,2.6805286,0,0.019191453
20220301T0000,1.8805287,0,0.019836001
20220301T0100,1.4905287,0,0.024523288
20220301T0200,1.1405287,0,0.02409127
20220301T0300,0.78052866,0,0.022603108
20220301T0400,0.5805287,0,0.021846168
20220301T0500,0.5805287,0,0.024209328
20220301T0600,0.31052867,0,0.023869414
20220301T0700,-0.04947134,0,0.023613222
20220301T0800,-0.36947134,0,0.023698332
20220301T0900,0.030528657,0,0.029358665
20220301T1000,1.7705287,0,0.08033288
20220301T1100,3.3805285,0,0.1344396
20220301T1200,5.4605284,0,0.19351605
20220301T1300,7.4005284,0,0.24197833
20220301T1400,8.590529,0,0.26793173
20220301T1500,9.640529,0,0.27167332
20220301T1600,10.080529,0,0.24740696
20220301T1700,10.020529,0,0.19900449
20220301T1800,9.600529,0,0.12679319
20220301T1900,8.810529,0,0.034901876
20220301T2000,7.9005284,0,0.01832084
20220301T2100,7.1905284,0,0.008563337
20220301T2200,6.8205285,0,0.011283794
20220301T2300,6.0605288,0,0.017433912
20220302T0000,4.9205284,0,0.02176725
20220302T0100,4.0105286,0,0.019203218
20220302T0200,3.1805286,0,0.014647962
20220302T0300,2.8405285,0,0.01734177
20220302T0400,2.2305286,0,0.019360926
20220302T0500,1.6805286,0,0.022617089
20220302T0600,1.1005287,0,0.023625016
20220302T0700,0.20052865,0,0.018027911
20220302T0800,-0.27947134,0,0.013993805
20220302T0900,0.40052867,0,0.013198929
20220302T1000,2.6005285,0,0.06530326
20220302T1100,5.1105285,0,0.1342061
20220302T1200,7.4605284,0,0.19780478
20220302T1300,9.510529,0,0.25238526
20220302T1400,9.840529,0,0.2696223
20220302T1500,10.870529,0,0.27215996
20220302T1600,11.430529,0,0.24655972
20220302T1700,11.630529,0,0.18476005
20220302T1800,11.430529,0,0.12355844
20220302T1900,10.530529,0,0.06276713
20220302T2000,9.440529,0,0.033419315
20220302T2100,8.620529,0,0.005010774
20220302T2200,8.130529,0,0
20220302T2300,7.8105288,0,0
20220303T0000,7.5005283,0,0.002263919
20220303T0100,7.290529,0,0
20220303T0200,6.9505286,0,0
20220303T0300,6.3605285,0,0.006669148
20220303T0400,5.5305285,0,0.01336732
20220303T0500,4.9005284,0,0.010642565
20220303T0600,4.2105284,0,0.008708622
20220303T0700,3.6805286,0,0.007481678
20220303T0800,3.3905284,0,0.011434213
20220303T0900,3.6205285,0,0.014145236
20220303T1000,4.5905285,0,0.07145711
20220303T1100,7.2205286,0,0.14616641
20220303T1200,9.530529,0,0.21456967
20220303T1300,11.200529,0,0.26662704
20220303T1400,11.290529,0,0.28549603
20220303T1500,12.0505295,0,0.28841338
20220303T1600,12.340529,0,0.26733622
20220303T1700,12.370529,0,0.2242676
20220303T1800,11.880529,0,0.16366622
20220303T1900,10.390529,0,0.0744386
20220303T2000,8.490529,0,0.048489686
20220303T2100,6.3505287,0,0.022593956
20220303T2200,5.1305285,0,0.008175266
20220303T2300,4.4205284,0,0
20220304T0000,4.4005284,0,0
20220304T0100,3.8905284,0,0
20220304T0200,3.1805286,0,0
20220304T0300,2.3205285,0,0
20220304T0400,1.8205286,0,0
20220304T0500,1.1405287,0,0
20220304T0600,0.45052865,0,0
20220304T0700,-0.18947133,0,0
20220304T0800,-0.76947135,0,0
20220304T0900,-0.5494713,0,0
20220304T1000,0.50052863,0,0.054657537
20220304T1100,1.7105286,0,0.11317657
20220304T1200,3.3705285,0,0.1668324
20220304T1300,5.9305286,0,0.22166581
20220304T1400,9.140529,0,0.27152994
20220304T1500,9.340529,0,0.2590083
20220304T1600,9.530529,0,0.2312764
20220304T1700,9.890529,0,0.18556614
20220304T1800,9.980529,0,0.12282399
20220304T1900,9.160529,0,0.036320742
20220304T2000,7.8405285,0,0.00757822
20220304T2100,6.6105285,0,0.036537174
20220304T2200,3.8305285,0,0.04871425
20220304T2300,2.5105286,0,0.031962946
20220305T0000,1.5305287,0,0.021113858
20220305T0100,0.90052867,0,0.015949588
20220305T0200,0.12052866,0,0.00701445
20220305T0300,-0.17947134,0,0.003530844
20220305T0400,-0.5494713,0,0.004875222
20220305T0500,-0.7994713,0,0.003238512
20220305T0600,-0.88947135,0,0.000792086
20220305T0700,-1.1994714,0,0
20220305T0800,-1.4294714,0,0
20220305T0900,-0.95947134,0,0
20220305T1000,0.23052865,0,0.058064632
20220305T1100,1.2305287,0,0.11666632
20220305T1200,2.4905286,0,0.16642377
20220305T1300,5.0705285,0,0.21810602
20220305T1400,6.4005284,0,0.24977975
20220305T1500,7.2605286,0,0.2523459
20220305T1600,7.9805284,0,0.23157367
20220305T1700,8.310529,0,0.18588464
20220305T1800,8.180529,0,0.113822125
20220305T1900,7.540529,0,0.035131447
20220305T2000,6.9805284,0,0.023765875
20220305T2100,6.040529,0,0.000188912
20220305T2200,4.8805285,0,0.020952918
20220305T2300,2.5405285,0,0.036066376
20220306T0000,1.2405287,0,0.027730573
20220306T0100,0.68052864,0,0.022172512
20220306T0200,-0.069471344,0,0.011362879
20220306T0300,-0.7394713,0,0.000790019
20220306T0400,-1.0494714,0,0
20220306T0500,-1.1994714,0,0
20220306T0600,-1.2094713,0,0
20220306T0700,-1.3094714,0,0
20220306T0800,-1.5294713,0,0
20220306T0900,-1.2294713,0,0
20220306T1000,-0.15947133,0,0.057988364
20220306T1100,1.0505286,0,0.118065864
20220306T1200,2.1905286,0,0.16371989
20220306T1300,3.9405286,0,0.20369631
20220306T1400,5.4105287,0,0.24196228
20220306T1500,6.5805287,0,0.251004
20220306T1600,7.5805287,0,0.22894013
20220306T1700,8.170529,0,0.18915486
20220306T1800,8.090529,0,0.13405055
20220306T1900,7.2405286,0,0.063472785
20220306T2000,6.0505285,0,0.031796414
20220306T2100,4.3705287,0,0.018434465
20220306T2200,1.9805287,0,0.014585879
20220306T2300,0.47052866,0,0.006032709
20220307T0000,-0.019471344,0,0.000821241
20220307T0100,-0.23947135,0,0
20220307T0200,-0.42947134,0,0
20220307T0300,-0.70947134,0,0
20220307T0400,-1.2194713,0,0
20220307T0500,-1.7194713,0,0.000294967
20220307T0600,-2.0694714,0,0.00055278
20220307T0700,-2.4294715,0,0
20220307T0800,-2.7094715,0,0
20220307T0900,-2.1694715,0,0.003706438
20220307T1000,-1.0194713,0,0.057429783
20220307T1100,0.36052868,0,0.11479166
20220307T1200,2.2305286,0,0.16592771
20220307T1300,5.7805285,0,0.23082714
20220307T1400,6.0705285,0,0.25185868
20220307T1500,6.9105287,0,0.25719187
20220307T1600,7.3205285,0,0.24450645
20220307T1700,7.2805285,0,0.20701942
20220307T1800,6.9405284,0,0.15709598
20220307T1900,6.0305285,0,0.08793168
20220307T2000,4.4105287,0,0.0622868
20220307T2100,2.5705285,0,0.046220787
20220307T2200,1.5205287,0,0.04504287
20220307T2300,0.87052864,0,0.047445256
20220308T0000,0.22052866,0,0.041845173
20220308T0100,-0.22947133,0,0.03618758
20220308T0200,-0.33947134,0,0.033591922
20220308T0300,-0.6194713,0,0.028688075
20220308T0400,-1.0394714,0,0.02537056
20220308T0500,-1.2694713,0,0.0240773
20220308T0600,-1.4594713,0,0.022379711
20220308T0700,-1.7194713,0,0.021760542
20220308T0800,-2.0794713,0,0.020883327
20220308T0900,-1.3194714,0,0.030211575
20220308T1000,0.6905287,0,0.0947482
20220308T1100,2.2405286,0,0.14489298
20220308T1200,4.020529,0,0.19667628
20220308T1300,5.8305287,0,0.24279602
20220308T1400,7.6905284,0,0.26943472
20220308T1500,8.930529,0,0.27961403
20220308T1600,9.760529,0,0.2641707
20220308T1700,10.030529,0,0.22620094
20220308T1800,9.960529,0,0.17089191
20220308T1900,8.920529,0,0.09059178
20220308T2000,6.7305284,0,0.056519035
20220308T2100,4.6505284,0,0.029865442
20220308T2200,2.8605285,0,0.020547481
20220308T2300,1.8305286,0,0.021165002
20220309T0000,1.2905287,0,0.01944248
20220309T0100,1.1905286,0,0.023013886
20220309T0200,1.1705287,0,0.024038667
20220309T0300,0.9505287,0,0.015484116
20220309T0400,1.1305287,0,0.016853854
20220309T0500,0.84052867,0,0.017305212
20220309T0600,0.7505287,0,0.01295544
20220309T0700,1.1005287,0,0.007701683
20220309T0800,0.60052866,0,0.006114235
20220309T0900,1.5005287,0,0.02065674
20220309T1000,3.7305286,0,0.07116904
20220309T1100,6.6505284,0,0.15235262
20220309T1200,8.530529,0,0.22309692
20220309T1300,10.350529,0,0.2755281
20220309T1400,10.500529,0,0.29909244
20220309T1500,11.670529,0,0.29982036
20220309T1600,12.400529,0,0.26959926
20220309T1700,12.710529,0,0.21435937
20220309T1800,12.580529,0,0.14608231
20220309T1900,12.080529,0,0.06098515
20220309T2000,11.600529,0,0.05008746
20220309T2100,9.790529,0,0.044879783
20220309T2200,6.2405286,0,0.023923555
20220309T2300,4.8405285,0,0.02000994
20220310T0000,4.5505285,0,0.02107044
20220310T0100,4.5805287,0,0.02661542
20220310T0200,4.290529,0,0.025333257
20220310T0300,3.8105285,0,0.024252253
20220310T0400,3.4005284,0,0.021460308
20220310T0500,3.0205286,0,0.021512285
20220310T0600,2.5405285,0,0.019987449
20220310T0700,2.0105286,0,0.014560967
20220310T0800,1.0305287,0,0.007485686
20220310T0900,1.1105287,0,0.014020989
20220310T1000,3.5805285,0,0.07762192
20220310T1100,7.6505284,0,0.16790837
20220310T1200,10.510529,0,0.2514673
20220310T1300,12.080529,0,0.30909002
20220310T1400,12.750529,0,0.3257652
20220310T1500,13.870529,0,0.3357831
20220310T1600,14.400529,0,0.3209324
20220310T1700,14.380529,0,0.27469164
20220310T1800,13.920529,0,0.2069321
20220310T1900,12.660529,0,0.10656695
20220310T2000,11.360529,0,0.060957175
20220310T2100,9.530529,0,0.037509512
20220310T2200,8.240529,0,0.025188472
20220310T2300,7.1905284,0,0.026694741
20220311T0000,5.6805286,0,0.031895556
20220311T0100,4.9705286,0,0.041785814
20220311T0200,4.1105285,0,0.040199917
20220311T0300,2.6605287,0,0.028477008
20220311T0400,2.1005285,0,0.016490921
20220311T0500,1.2505287,0,0.011873389
20220311T0600,0.99052864,0,0.012815596
20220311T0700,0.66052866,0,0.010314323
20220311T0800,-0.07947134,0,0.005975699
20220311T0900,1.3905287,0,0.02560008
20220311T1000,5.1205287,0,0.10541545
20220311T1100,8.460529,0,0.18312913
20220311T1200,11.400529,0,0.25687328
20220311T1300,13.130529,0,0.32023224
20220311T1400,15.140529,0,0.35875732
20220311T1500,15.360529,0,0.34296286
20220311T1600,15.250529,0,0.2845506
20220311T1700,15.420529,0,0.27574402
20220311T1800,14.790529,0,0.21194519
20220311T1900,13.760529,0,0.13295461
20220311T2000,11.710529,0,0.09489804
20220311T2100,9.650529,0,0.07190901
20220311T2200,8.200529,0,0.054994706
20220311T2300,6.4505286,0,0.03837789
20220312T0000,6.0305285,0,0.03753971
20220312T0100,5.8005285,0,0.039596148
20220312T0200,5.2605286,0,0.036646757
20220312T0300,4.8205285,0,0.028341068
20220312T0400,4.3905287,0,0.020171756
20220312T0500,4.1705284,0,0.018339392
20220312T0600,3.9905286,0,0.016904254
20220312T0700,3.7505286,0,0.013262926
20220312T0800,3.6405284,0,0.016051816
20220312T0900,4.5505285,0,0.03220229
20220312T1000,6.9505286,0,0.09641329
20220312T1100,8.440529,0,0.1674116
20220312T1200,10.030529,0,0.23038039
20220312T1300,11.660529,0,0.30052516
20220312T1400,13.490529,0,0.33912057
20220312T1500,14.110529,0,0.32896522
20220312T1600,14.290529,0,0.28294858
20220312T1700,14.430529,0,0.24956658
20220312T1800,14.240529,0,0.18892598
20220312T1900,13.660529,0,0.092364006
20220312T2000,13.000529,0,0.05065172
20220312T2100,12.070529,0,0.051296264
20220312T2200,9.960529,0,0.046049252
20220312T2300,8.030529,0,0.03548351
20220313T0000,7.2205286,0,0.015263191
20220313T0100,6.2505283,0,0.017877795
20220313T0200,6.1205287,0,0.02358105
20220313T0300,5.8105288,0,0.027004397
20220313T0400,5.4905286,0,0.025363171
20220313T0500,4.7105284,0,0.025525726
20220313T0600,4.2505283,0,0.023624975
20220313T0700,4.1505284,0,0.02494067
20220313T0800,4.7405286,0,0.03896369
20220313T0900,6.290529,0,0.06675539
20220313T1000,8.390529,0,0.14726044
20220313T1100,10.240529,0,0.21713345
20220313T1200,11.8005295,0,0.2862108
20220313T1300,13.480529,0,0.33535793
20220313T1400,14.380529,0,0.34599894
20220313T1500,15.210529,0,0.35676727
20220313T1600,15.530529,0,0.33615977
20220313T1700,15.860529,0,0.29291475
20220313T1800,15.830529,0,0.22809777
20220313T1900,15.170529,0,0.14216128
20220313T2000,13.5505295,0,0.08628838
20220313T2100,11.410529,0,0.052205257
20220313T2200,11.140529,0,0
20220313T2300,10.580529,0,0.041043792
20220314T0000,9.920529,0,0.020272845
20220314T0100,9.490529,0,0.006022919
20220314T0200,9.590529,0,0
20220314T0300,9.680529,0,0.024041286
20220314T0400,8.270529,0,0.026347805
20220314T0500,7.5005283,0,0.012336503
20220314T0600,6.8305287,0,0.007239528
20220314T0700,6.290529,0,0.001158718
20220314T0800,5.6505284,0,0.01530669
20220314T0900,5.9005284,0,0.026431898
20220314T1000,7.8505287,0,0.10413616
20220314T1100,9.470529,0,0.1784819
20220314T1200,11.210529,0,0.24854212
20220314T1300,12.910529,0,0.3031066
20220314T1400,12.5505295,0,0.3281173
20220314T1500,13.620529,0,0.33004177
20220314T1600,14.490529,0,0.31230608
20220314T1700,14.970529,0,0.26703516
20220314T1800,14.970529,0,0.19789767
20220314T1900,14.500529,0,0.10411455
20220314T2000,13.450529,0,0.05424322
20220314T2100,12.040529,0,0.033615816
20220314T2200,10.750529,0,0.018211152
20220314T2300,9.810529,0,0.005104131
20220315T0000,9.600529,0,0.003886605
20220315T0100,9.810529,0,0.001509083
20220315T0200,10.0505295,0,0.016985685
20220315T0300,9.490529,0,0.009903543
20220315T0400,8.8005295,0,0.005775096
20220315T0500,8.540529,0,0.010724716
20220315T0600,9.080529,0,0.008676882
20220315T0700,7.7805285,0.4,0.006772622
20220315T0800,7.1905284,1.2,0.015984079
20220315T0900,7.290529,0.6,0.025876932
20220315T1000,9.370529,0,0.07804237
20220315T1100,11.790529,0,0.15208717
20220315T1200,12.990529,0,0.182579
20220315T1300,13.980529,0,0.21056382
20220315T1400,17.63053,0,0.27460033
20220315T1500,18.250528,0,0.2801835
20220315T1600,18.530529,0,0.26704302
20220315T1700,18.490528,0,0.21995296
20220315T1800,18.430529,0,0.1733798
20220315T1900,17.740528,0,0.07822062
20220315T2000,17.13053,0,0.03758073
20220315T2100,16.37053,0,0.03043964
20220315T2200,15.370529,0,0.024868844
20220315T2300,14.240529,0,0.02487632
20220316T0000,13.370529,0,0.023309264
20220316T0100,12.770529,0,0.02298485
20220316T0200,12.080529,0,0.015222229
20220316T0300,11.560529,0,0.011502513
20220316T0400,11.210529,0,0.013458759
20220316T0500,10.480529,0,0.008863082
20220316T0600,9.630529,0,0.010043507
20220316T0700,9.120529,0,0.015964873
20220316T0800,8.840529,0,0.03058101
20220316T0900,8.720529,0,0.048155952
20220316T1000,10.870529,0,0.13000149
20220316T1100,13.8005295,0,0.21899575
20220316T1200,16.280529,0,0.30600533
20220316T1300,18.06053,0,0.3691137
20220316T1400,18.40053,0,0.38481173
20220316T1500,19.280529,0,0.3934929
20220316T1600,19.840528,0,0.3715018
20220316T1700,20.000528,0,0.32002863
20220316T1800,19.63053,0,0.23816998
20220316T1900,18.48053,0,0.12310754
20220316T2000,16.610529,0,0.057269868
20220316T2100,14.320529,0,0.033768453
20220316T2200,12.720529,0,0.019323006
20220316T2300,11.390529,0,0.017237218
20220317T0000,11.540529,0,0.02400704
20220317T0100,10.790529,0,0.020257581
20220317T0200,10.040529,0,0.01737371
20220317T0300,10.120529,0,0.020368392
20220317T0400,10.080529,0,0.020003587
20220317T0500,10.030529,0,0.018032927
20220317T0600,8.260529,0,0.008128796
20220317T0700,7.2105284,0,0.003340555
20220317T0800,7.2205286,0,0.013314244
20220317T0900,8.500529,0,0.034593545
20220317T1000,10.910529,0,0.12064898
20220317T1100,13.290529,0,0.20728412
20220317T1200,15.3005295,0,0.25580612
20220317T1300,16.680529,0,0.2656503
20220317T1400,17.340528,0,0.3574133
20220317T1500,17.48053,0,0.34571514
20220317T1600,17.180529,0,0.31140453
20220317T1700,15.820529,0,0.21276256
20220317T1800,14.100529,0,0.12725033
20220317T1900,12.210529,0,0.097575545
20220317T2000,10.960529,0,0.07173557
20220317T2100,10.250529,0,0.04695176
20220317T2200,9.780529,0,0.035820592
20220317T2300,9.450529,0.2,0.023675984
20220318T0000,9.130529,0.3,0.017059416
20220318T0100,8.500529,0.1,0.016235918
20220318T0200,7.790529,0,0.018350894
20220318T0300,6.7705283,0,0.018703006
20220318T0400,6.2805285,0,0.019496366
20220318T0500,5.8505287,0,0.016289499
20220318T0600,5.5605288,0,0.014013169
20220318T0700,5.2305284,0,0.011111147
20220318T0800,5.2305284,0,0.020565702
20220318T0900,6.0705285,0,0.037764125
20220318T1000,6.6805286,0,0.0823435
20220318T1100,8.750529,0,0.16831987
20220318T1200,11.760529,0,0.25549048
20220318T1300,14.790529,0,0.32816622
20220318T1400,14.830529,0,0.3499953
20220318T1500,16.330528,0,0.37843147
20220318T1600,16.260529,0,0.33407763
20220318T1700,16.13053,0,0.29315096
20220318T1800,15.640529,0,0.26275554
20220318T1900,14.810529,0,0.19366431
20220318T2000,13.570529,0,0.14085104
20220318T2100,12.490529,0,0.13069005
20220318T2200,11.700529,0,0.11733353
20220318T2300,11.110529,0,0.11335058
20220319T0000,10.450529,0,0.115534246
20220319T0100,9.870529,0,0.10647161
20220319T0200,9.250529,0,0.09308384
20220319T0300,8.700529,0,0.07735682
20220319T0400,8.260529,0,0.060018405
20220319T0500,7.8405285,0,0.03752332
20220319T0600,6.4805284,0,0.012705985
20220319T0700,3.6505284,0,0.001572812
20220319T0800,2.0405285,0,0.006103465
20220319T0900,2.5905285,0,0.022762682
20220319T1000,5.2505283,0,0.10201845
20220319T1100,9.0505295,0,0.20045476
20220319T1200,12.010529,0,0.29153937
20220319T1300,13.590529,0,0.35584491
20220319T1400,14.210529,0,0.38048252
20220319T1500,14.850529,0,0.38169178
20220319T1600,15.130529,0,0.3567158
20220319T1700,15.140529,0,0.31089655
20220319T1800,14.5505295,0,0.24206069
20220319T1900,13.510529,0,0.15307824
20220319T2000,11.770529,0,0.08214352
20220319T2100,10.020529,0,0.06313248
20220319T2200,8.490529,0,0.040442098
20220319T2300,6.5805287,0,0.018364362
20220320T0000,5.2405286,0,0.010778236
20220320T0100,4.9005284,0,0
20220320T0200,5.2705283,0,0
20220320T0300,5.5105286,0,0.012864269
20220320T0400,6.4005284,0,0.041094884
20220320T0500,6.4105287,0,0.044327654
20220320T0600,6.8605285,0,0.031515367
20220320T0700,7.0305285,0,0.016351735
20220320T0800,7.4105287,0,0.024157988
20220320T0900,8.570529,0,0.056383565
20220320T1000,9.780529,0,0.111446515
20220320T1100,12.500529,0,0.22095771
20220320T1200,14.100529,0,0.3218388
20220320T1300,15.480529,0,0.37195194
20220320T1400,14.270529,0,0.33604747
20220320T1500,15.390529,0,0.35709125
20220320T1600,16.340528,0,0.33968407
20220320T1700,17.240528,0,0.29819095
20220320T1800,16.750528,0,0.2549371
20220320T1900,15.620529,0,0.14603844
20220320T2000,13.900529,0,0.07493627
20220320T2100,11.190529,0,0.051411044
20220320T2200,8.890529,0,0.039557382
20220320T2300,7.790529,0,0.03665213
20220321T0000,6.9405284,0,0.036585093
20220321T0100,5.7505283,0,0.03908648
20220321T0200,5.0005283,0,0.0345445
20220321T0300,3.9805286,0,0.030239163
20220321T0400,3.6305285,0,0.029828675
20220321T0500,3.9505286,0,0.0334922
20220321T0600,3.9005284,0,0.03654636
20220321T0700,4.1705284,0,0.037041217
20220321T0800,5.040529,0,0.040094975
20220321T0900,6.2305284,0,0.053749885
20220321T1000,8.5505295,0,0.12717941
20220321T1100,10.990529,0,0.21965644
20220321T1200,12.660529,0,0.29014742
20220321T1300,13.820529,0,0.34094673
20220321T1400,15.400529,0,0.37294286
20220321T1500,16.420528,0,0.37403914
20220321T1600,17.170528,0,0.35302618
20220321T1700,17.410528,0,0.30894852
20220321T1800,17.04053,0,0.25204584
20220321T1900,16.110529,0,0.15305515
20220321T2000,14.470529,0,0.077577636
20220321T2100,12.110529,0,0.05360752
20220321T2200,10.270529,0,0.036763035
20220321T2300,9.230529,0,0.040740903
20220322T0000,8.090529,0,0.038899142
20220322T0100,8.120529,0,0.056228984
20220322T0200,7.5505285,0,0.0544372
20220322T0300,7.4105287,0,0.03274078
20220322T0400,5.8505287,0,0.004686932
20220322T0500,4.7605286,0,0.00411995
20220322T0600,4.6205287,0,0.00291003
20220322T0700,5.0805287,0,0.013464189
20220322T0800,5.9705286,0,0.030315751
20220322T0900,6.6905284,0,0.056571458
20220322T1000,8.660529,0,0.13290894
20220322T1100,10.840529,0,0.23215371
20220322T1200,12.340529,0,0.29857832
20220322T1300,13.700529,0,0.34983304
20220322T1400,15.320529,0,0.37737116
20220322T1500,16.000528,0,0.372243
20220322T1600,16.350529,0,0.32954285
20220322T1700,16.490528,0,0.26598236
20220322T1800,16.280529,0,0.18867616
20220322T1900,15.640529,0,0.09115864
20220322T2000,15.010529,0,0.015683068
20220322T2100,14.090529,0,0.013603173
20220322T2200,12.670529,0,0.020765157
20220322T2300,10.950529,0,0.022189578
20220323T0000,10.040529,0,0.0150737
20220323T0100,9.410529,0,0.015486323
20220323T0200,8.590529,0,0.013203199
20220323T0300,7.9505286,0,0.009477685
20220323T0400,7.3305287,0,0.007925572
20220323T0500,6.8105288,0,0.008031768
20220323T0600,6.4405284,0,0.011925839
20220323T0700,6.290529,0,0.01099366
20220323T0800,5.6305285,0,0.010005939
20220323T0900,5.6705284,0,0.0387241
20220323T1000,8.030529,0,0.12643272
20220323T1100,10.440529,0,0.21612959
20220323T1200,12.160529,0,0.29295102
20220323T1300,13.480529,0,0.3483348
20220323T1400,15.3005295,0,0.37918165
20220323T1500,16.420528,0,0.3804448
20220323T1600,17.20053,0,0.34785378
20220323T1700,17.72053,0,0.28929824
20220323T1800,17.71053,0,0.2046943
20220323T1900,16.930529,0,0.11027777
20220323T2000,15.850529,0,0.034963544
20220323T2100,14.540529,0,0.015176808
20220323T2200,13.600529,0,0
20220323T2300,12.590529,0,0.000522899
20220324T0000,11.750529,0,0.006089156
20220324T0100,10.850529,0,0.011145773
20220324T0200,9.860529,0,0.008145692
20220324T0300,9.420529,0,0.008078706
20220324T0400,9.100529,0,0.006149874
20220324T0500,8.530529,0,0.003835199
20220324T0600,7.8705287,0,0.001086984
20220324T0700,7.3305287,0,0
20220324T0800,7.0605288,0,0.007637745
20220324T0900,7.5605288,0,0.047081172
20220324T1000,9.530529,0,0.13601425
20220324T1100,12.130529,0,0.23038349
20220324T1200,14.560529,0,0.3139712
20220324T1300,16.350529,0,0.3747887
20220324T1400,17.100529,0,0.3971083
20220324T1500,17.98053,0,0.39505053
20220324T1600,18.55053,0,0.3637553
20220324T1700,18.81053,0,0.3074471
20220324T1800,18.63053,0,0.2271905
20220324T1900,17.920528,0,0.12616429
20220324T2000,16.600529,0,0.0603893
20220324T2100,14.200529,0,0.050047226
20220324T2200,12.230529,0,0.015740572
20220324T2300,11.330529,0,0
20220325T0000,11.130529,0,0
20220325T0100,10.540529,0,0
20220325T0200,10.020529,0,0
20220325T0300,8.820529,0,0.003424028
20220325T0400,7.2805285,0,0.002417011
20220325T0500,6.5005283,0,0
