timestamp,Basilea Temperature [2 m elevation corrected],Basilea Precipitation Total,Basilea FAO Reference Evapotranspiration [2 m]
20221203T0800,-0.58947134,0,0
20221203T0900,-0.5394713,0,0
20221203T1000,-0.13947135,0,0
20221203T1100,1.1105287,0,0.039817333
20221203T1200,2.1505284,0,0.078531645
20221203T1300,2.0905285,0,0.09498301
20221203T1400,1.9005287,0,0.050045453
20221203T1500,3.7905285,0,0.07317959
20221203T1600,4.8605285,0,0.07222779
20221203T1700,5.4205284,0,0.035157163
20221203T1800,5.4005284,0,0.00379707
20221203T1900,4.7505283,0,0.004600414
20221203T2000,3.8405285,0,0.003732226
20221203T2100,3.2505286,0,0
20221203T2200,3.0805285,0,0.000391835
20221203T2300,2.7205286,0,0
20221204T0000,2.1305285,0,0
20221204T0100,1.6505287,0,0
20221204T0200,1.3405286,0,0
20221204T0300,0.90052867,0,0
20221204T0400,1.0505286,0,0
20221204T0500,1.2205287,0,0
20221204T0600,1.2205287,0,0
20221204T0700,1.2205287,0,0
20221204T0800,1.5205287,0,0
20221204T0900,1.4805287,0,0
20221204T1000,1.8805287,0,0.004326932
20221204T1100,2.8105285,0,0.030437721
20221204T1200,3.1205285,0,0.03535023
20221204T1300,3.6605287,0,0.0422061
20221204T1400,3.4605286,1.1,0.028684847
20221204T1500,3.3905284,2.6,0.022462389
20221204T1600,3.6605287,2.3,0.020236049
20221204T1700,3.8605285,0.2,0.023208119
20221204T1800,3.6305285,0,0.007128703
20221204T1900,3.4105287,0,0
20221204T2000,2.9405286,0,0.000365316
20221204T2100,1.9005287,0,0.00040278
20221204T2200,1.5405287,0,0
20221204T2300,1.2905287,0,0
20221205T0000,1.3905287,0,0
20221205T0100,1.9905287,0,0
20221205T0200,2.3005285,0,0
20221205T0300,2.3705285,0,0
20221205T0400,2.9005284,0.2,0
20221205T0500,3.0505285,0.1,0
20221205T0600,3.9505286,0,0
20221205T0700,4.7005286,0,0.002033752
20221205T0800,4.5105286,0,0.002859886
20221205T0900,4.0305285,0,0.00542309
20221205T1000,4.290529,0,0.012590773
20221205T1100,5.5605288,0,0.056499466
20221205T1200,6.4105287,0,0.102947555
20221205T1300,7.0005283,0,0.12569933
20221205T1400,7.7205286,0,0.13504587
20221205T1500,7.8805285,0,0.118196964
20221205T1600,7.9305286,0,0.078626595
20221205T1700,7.6305285,0,0.05031686
20221205T1800,6.9805284,0,0.037329547
20221205T1900,6.1805286,0,0.015323085
20221205T2000,5.6405287,0,0.004270785
20221205T2100,5.0905285,0,0
20221205T2200,4.2605286,0,0
20221205T2300,3.6105285,0,0
20221206T0000,2.8205285,0,0
20221206T0100,2.7905285,0,0
20221206T0200,3.2105286,0,0
20221206T0300,3.4805286,0,0
20221206T0400,3.5705285,0,0
20221206T0500,3.6205285,0,0
20221206T0600,3.5805285,0,0
20221206T0700,3.5305285,0,0
20221206T0800,3.4605286,0,0
20221206T0900,3.3905284,0,0
20221206T1000,3.4805286,0,0
20221206T1100,3.9805286,0,0.03347839
20221206T1200,4.3105288,0,0.059727874
20221206T1300,4.4905286,0,0.07483253
20221206T1400,5.0805287,0,0.119807325
20221206T1500,5.7605286,0,0.11223996
20221206T1600,5.8405285,0,0.08829593
20221206T1700,5.2405286,0,0.043551266
20221206T1800,4.040529,0,0.012722657
20221206T1900,3.2005286,0,0.006636696
20221206T2000,2.5105286,0,0.00330102
20221206T2100,2.2705286,0,0.002206889
20221206T2200,2.4305286,0,0.002871333
20221206T2300,2.1505284,0,0.001896933
20221207T0000,1.7305287,0,0.001225967
20221207T0100,1.1205287,0,0
20221207T0200,1.4005287,0,0
20221207T0300,1.6405287,0,0
20221207T0400,1.8805287,0,0.000706818
20221207T0500,1.6105287,0,0
20221207T0600,1.4005287,0,0
20221207T0700,1.2405287,0,0
20221207T0800,1.2705287,0,0
20221207T0900,1.2805287,0,0
20221207T1000,1.1605287,0,0.000305695
20221207T1100,1.5305287,0,0.033756867
20221207T1200,2.5405285,0,0.07152228
20221207T1300,3.2705286,0,0.09957346
20221207T1400,4.4705286,0,0.11092997
20221207T1500,4.9205284,0,0.107005574
20221207T1600,5.0005283,0,0.08137425
20221207T1700,4.6205287,0,0.041377455
20221207T1800,3.6805286,0,0.010074089
20221207T1900,3.0705285,0,0.004094398
20221207T2000,2.6605287,0,0
20221207T2100,2.3505285,0,0
20221207T2200,2.0305285,0,0
20221207T2300,1.6605287,0,0
20221208T0000,1.3405286,0,0
20221208T0100,1.1105287,0,0
20221208T0200,0.7105287,0,0
20221208T0300,0.08052866,0,0
20221208T0400,-0.11947135,0,0
20221208T0500,-0.07947134,0,0
20221208T0600,-0.10947134,0,0
20221208T0700,-0.25947133,0,0
20221208T0800,-0.45947134,0,0
20221208T0900,-0.82947135,0,0
20221208T1000,-0.52947134,0,0
20221208T1100,0.8905287,0,0.03689256
20221208T1200,1.9905287,0,0.07508285
20221208T1300,2.5505285,0,0.09998301
20221208T1400,4.1905284,0,0.11849435
20221208T1500,4.6905284,0,0.10853731
20221208T1600,4.7805285,0,0.07698825
20221208T1700,4.4305286,0,0.03619208
20221208T1800,4.1505284,0,0.01011003
20221208T1900,3.8005285,0,0.006860401
20221208T2000,3.0905285,0,0.006308467
20221208T2100,1.3405286,0,0.005641302
20221208T2200,0.49052867,0,0.00194342
20221208T2300,-0.11947135,0,0.00070292
20221209T0000,-0.33947134,0,0
20221209T0100,-0.47947133,0,0.000600751
20221209T0200,-0.26947135,0,0
20221209T0300,0.31052867,0,0.00193678
20221209T0400,1.0305287,0,0.00908934
20221209T0500,0.90052867,0.6,0.000705636
20221209T0600,0.62052864,0.9,0.002028496
20221209T0700,0.65052867,0.8,0
20221209T0800,0.5705287,1.3,0
20221209T0900,0.29052866,1.2,0
20221209T1000,-0.65947133,0.9,0.009067788
20221209T1100,-0.6194713,0.6,0.021473043
20221209T1200,0.09052865,0.3,0.037815116
20221209T1300,0.42052865,0.2,0.04741273
20221209T1400,1.0205287,0,0.04551407
20221209T1500,1.3405286,0,0.047447447
20221209T1600,2.3905284,0,0.058683626
20221209T1700,2.9905286,0,0.04158586
20221209T1800,2.5605285,0,0.017127313
20221209T1900,2.1705287,0,0.010237985
20221209T2000,2.0905285,0,0.007418242
20221209T2100,1.9505286,0,0.005003338
20221209T2200,1.8205286,0,0.000783247
20221209T2300,1.7205287,0,0
20221210T0000,1.4105287,0,0
20221210T0100,1.2505287,0,0
20221210T0200,1.1105287,0.1,0
20221210T0300,0.6905287,0.7,0
20221210T0400,0.62052864,0.5,0
20221210T0500,0.50052863,0.5,0
20221210T0600,0.33052868,0.5,0
20221210T0700,0.22052866,0.4,0
20221210T0800,0.020528657,0.4,1.49E-05
20221210T0900,-0.35947132,0.3,0.001886116
20221210T1000,-0.40947133,0.2,0.008474845
20221210T1100,-0.30947134,0.1,0.025564218
20221210T1200,0.020528657,0,0.03765178
20221210T1300,0.5805287,0.1,0.045618128
20221210T1400,1.3105286,0.1,0.05325102
20221210T1500,1.7805287,0,0.07229223
20221210T1600,1.8305286,0,0.07025645
20221210T1700,1.3405286,0,0.045912687
20221210T1800,0.33052868,0,0.013448459
20221210T1900,-0.63947135,0,0.004992024
20221210T2000,-0.7994713,0,0.002193401
20221210T2100,-0.76947135,0,0.000829278
20221210T2200,-1.1094713,0,0
20221210T2300,-1.6294713,0,0
20221211T0000,-1.7894714,0,0
20221211T0100,-1.5994713,0,0
20221211T0200,-1.4294714,0,0
20221211T0300,-1.3994713,0,0
20221211T0400,-1.3694713,0,0
20221211T0500,-1.4494714,0,0
20221211T0600,-1.5894713,0,0
20221211T0700,-1.8694713,0,0
20221211T0800,-3.2894714,0,0.00559757
20221211T0900,-2.9894714,0,0.002420715
20221211T1000,-2.1494715,0,0.00040169
20221211T1100,-0.5594713,0,0.03422207
20221211T1200,0.7705287,0,0.072897315
20221211T1300,1.5505286,0,0.099321924
20221211T1400,3.8905284,0,0.11663183
20221211T1500,3.9505286,0,0.10539493
20221211T1600,3.2105286,0,0.07542013
20221211T1700,1.9605286,0,0.03581619
20221211T1800,1.2705287,0,0.012055803
20221211T1900,0.55052865,0,0.014825836
20221211T2000,-0.68947136,0,0.019262895
20221211T2100,-1.7294713,0,0.019442996
20221211T2200,-2.1294715,0,0.01949818
20221211T2300,-2.1794715,0,0.016376153
20221212T0000,-2.2494714,0,0.015635684
20221212T0100,-2.2894714,0,0.015645672
20221212T0200,-2.0794713,0,0.021264784
20221212T0300,-2.1094716,0,0.02406797
20221212T0400,-2.4794714,0,0.023224441
20221212T0500,-2.8594716,0,0.021279424
20221212T0600,-2.9794714,0,0.024983678
20221212T0700,-2.9994714,0,0.025630157
20221212T0800,-2.8894715,0,0.023004416
20221212T0900,-2.9294715,0,0.023993317
20221212T1000,-2.2394714,0,0.03009476
20221212T1100,-1.1194713,0,0.06198636
20221212T1200,-0.029471342,0,0.09633605
20221212T1300,0.9605287,0,0.12103613
20221212T1400,0.98052865,0,0.12061725
20221212T1500,1.2505287,0,0.11600533
20221212T1600,1.1905286,0,0.09445428
20221212T1700,0.61052865,0,0.056499455
20221212T1800,-0.42947134,0,0.03202119
20221212T1900,-1.6194713,0,0.023594301
20221212T2000,-2.2394714,0,0.015925163
20221212T2100,-2.2994714,0,0.016012348
20221212T2200,-1.9494714,0,0.024598984
20221212T2300,-1.9194714,0,0.03476174
20221213T0000,-1.5694714,0,0.038246695
20221213T0100,-1.4494714,0,0.03302873
20221213T0200,-1.3994713,0,0.02644056
20221213T0300,-1.8794713,0,0.022904906
20221213T0400,-1.8694713,0,0.019078573
20221213T0500,-1.7594713,0,0.018926281
20221213T0600,-1.7294713,0,0.013507303
20221213T0700,-1.8294713,0,0.014496667
20221213T0800,-1.8994713,0,0.013981222
20221213T0900,-1.7694713,0,0.015927238
20221213T1000,-1.1094713,0,0.026505154
20221213T1100,-0.34947133,0,0.06983036
20221213T1200,0.19052866,0,0.101941325
20221213T1300,1.0305287,0,0.1193383
20221213T1400,1.6405287,0,0.11336644
20221213T1500,2.1205285,0,0.103992715
20221213T1600,2.3105285,0,0.088962846
20221213T1700,1.4505286,0,0.05286387
20221213T1800,0.79052866,0,0.033970144
20221213T1900,0.37052867,0,0.018750055
20221213T2000,0.27052864,0,0.022115251
20221213T2100,-0.29947135,0.1,0.009117325
20221213T2200,-0.009471342,0.1,0.013275396
20221213T2300,0.29052866,0,0.022836613
20221214T0000,0.72052866,0,0.02416179
20221214T0100,1.0505286,0,0.024519451
20221214T0200,1.7705287,0.1,0.024743387
20221214T0300,2.2405286,0,0.018407628
20221214T0400,2.5205286,0,0.012574902
20221214T0500,2.9205287,0,0.011456762
20221214T0600,3.3405285,0,0.008267083
20221214T0700,2.9605286,0,0.006494057
20221214T0800,2.8205285,0,0.004586185
20221214T0900,2.9105287,0,0.002461809
20221214T1000,3.6205285,0,0.010220115
20221214T1100,4.9105287,0,0.043712348
20221214T1200,5.7405286,0,0.08171324
20221214T1300,6.8105288,0,0.10081593
20221214T1400,5.2105284,0.2,0.06750802
20221214T1500,6.290529,0.1,0.06910084
20221214T1600,7.2605286,0,0.05553871
20221214T1700,7.8805285,0,0.030846681
20221214T1800,7.0605288,0,0.001413239
20221214T1900,5.8505287,0,0
20221214T2000,5.3205285,0,0
20221214T2100,4.7605286,0,0
20221214T2200,4.0605288,0,0
20221214T2300,2.7705286,0.1,0.000299409
20221215T0000,1.0005287,0.9,0.002050663
20221215T0100,1.2205287,0.6,0
20221215T0200,0.93052864,0.5,0
20221215T0300,0.53052866,0.4,0
20221215T0400,0.14052865,0.3,0
20221215T0500,0.030528657,0.2,0
20221215T0600,-0.029471342,0,0
20221215T0700,-0.19947135,0.1,0
20221215T0800,-0.6094713,0.1,0
20221215T0900,-0.68947136,0,0
20221215T1000,-0.21947134,0,0.000723086
20221215T1100,0.53052866,0,0.025022777
20221215T1200,1.1405287,0,0.047528792
20221215T1300,1.9805287,0,0.06209367
20221215T1400,1.3505287,0.1,0.042024024
20221215T1500,1.9505286,0,0.041944705
20221215T1600,2.5605285,0,0.039096605
20221215T1700,2.9705286,0,0.027860094
20221215T1800,3.0605285,0,0.008137482
20221215T1900,2.9505286,0,0
20221215T2000,2.9105287,0,0
20221215T2100,2.7705286,0,0.002645452
20221215T2200,2.0405285,1.7,0
20221215T2300,1.4005287,1.2,0
20221216T0000,1.2805287,0.9,0
20221216T0100,0.74052864,1.1,0
20221216T0200,-0.11947135,1.3,0.001718312
20221216T0300,-0.69947135,1.5,0.00237803
20221216T0400,-1.0194713,1.3,0.003212724
20221216T0500,-1.0894713,0.6,0.00255004
20221216T0600,-1.0794713,0.4,0.003419019
20221216T0700,-1.0594714,0.4,0.002109591
20221216T0800,-1.1294713,0.5,0.001868975
20221216T0900,-1.1494713,0.5,0.001263021
20221216T1000,-0.7494713,0.7,0.007455628
20221216T1100,-0.07947134,0.4,0.019577589
20221216T1200,0.29052866,0.1,0.042858675
20221216T1300,0.56052864,0,0.06103034
20221216T1400,0.30052868,0,0.0772629
20221216T1500,0.5705287,0,0.07026044
20221216T1600,0.9505287,0,0.061696466
20221216T1700,0.47052866,0,0.04048531
20221216T1800,-1.3894713,0,0.011872824
20221216T1900,-2.3894715,0,0.009059617
20221216T2000,-3.5394714,0,0.003032212
20221216T2100,-4.3894715,0,0
20221216T2200,-4.1294713,0,0
20221216T2300,-3.5594714,0,0
20221217T0000,-3.1294715,0,0
20221217T0100,-3.2994714,0,0
20221217T0200,-2.9994714,0,0
20221217T0300,-2.8094714,0,0
20221217T0400,-2.9494715,0,0
20221217T0500,-3.0894713,0,0
20221217T0600,-3.1894715,0,0
20221217T0700,-3.3094714,0,0
20221217T0800,-3.4094715,0,0
20221217T0900,-3.6294715,0,0
20221217T1000,-3.3094714,0,0
20221217T1100,-2.3994715,0,0.024828715
20221217T1200,-1.2494713,0,0.060883857
20221217T1300,-0.45947134,0,0.08520413
20221217T1400,1.1105287,0,0.10036707
20221217T1500,2.0705285,0,0.09786638
20221217T1600,1.2705287,0,0.070265196
20221217T1700,-0.43947133,0,0.030910822
20221217T1800,-1.4594713,0,0.002604002
20221217T1900,-1.6594714,0,0
20221217T2000,-1.6494713,0,0
20221217T2100,-1.8394713,0,0.001732796
20221217T2200,-1.7494713,0,0.004283753
20221217T2300,-1.7894714,0,0.012689285
20221218T0000,-1.9194714,0,0.016142773
20221218T0100,-2.0694714,0,0.016706329
20221218T0200,-2.1494715,0,0.017415503
20221218T0300,-2.1794715,0,0.020163449
20221218T0400,-2.2694714,0,0.023202404
20221218T0500,-2.3394713,0,0.024035862
20221218T0600,-2.4294715,0,0.025455859
20221218T0700,-3.5294714,0,0.015610104
20221218T0800,-3.9494715,0,0.016264198
20221218T0900,-3.2894714,0,0.021779595
20221218T1000,-2.5494714,0,0.020831304
20221218T1100,-1.4794713,0,0.047239553
20221218T1200,0.7105287,0,0.08311876
20221218T1300,2.1005285,0,0.10033346
20221218T1400,2.8205285,0,0.10883244
20221218T1500,3.7105286,0,0.1088427
20221218T1600,3.6805286,0,0.07983258
20221218T1700,3.4405286,0,0.04137168
20221218T1800,2.0105286,0,0.006466562
20221218T1900,0.68052864,0,0.009891803
20221218T2000,1.6205287,0,0.011484057
20221218T2100,1.9305286,0,0.006646204
20221218T2200,1.5705286,0,0.003668697
20221218T2300,0.55052865,0,0.003073716
20221219T0000,0.50052863,0,0.004601703
20221219T0100,0.62052864,0,0.006396339
20221219T0200,1.0505286,0,0.011236166
20221219T0300,0.78052866,0,0.004652672
20221219T0400,1.3605287,0,0.005495408
20221219T0500,3.9405286,0,0.020265093
20221219T0600,3.3405285,0,0.01347161
20221219T0700,1.9605286,0,0.003969182
20221219T0800,1.0505286,0,0.001877127
20221219T0900,0.7105287,0,0.013881972
20221219T1000,0.9505287,0,0.015661275
20221219T1100,3.0205286,0,0.039476592
20221219T1200,5.1205287,0,0.07127156
20221219T1300,7.1905284,0,0.091119684
20221219T1400,11.250529,0,0.1408907
20221219T1500,12.570529,0,0.14532754
20221219T1600,12.290529,0,0.11789676
20221219T1700,11.3005295,0,0.06587312
20221219T1800,8.750529,0,0.012041512
20221219T1900,8.820529,0,0.019136505
20221219T2000,8.450529,0,0.011934464
20221219T2100,8.540529,0,0.010177319
20221219T2200,9.350529,0,0.012524865
20221219T2300,8.730529,0,0.007231675
20221220T0000,8.220529,0,0.006638641
20221220T0100,8.490529,0,0.009534119
20221220T0200,8.730529,0,0.013267053
20221220T0300,8.780529,0,0.015564559
20221220T0400,9.430529,0,0.021547027
20221220T0500,9.230529,0,0.02183342
20221220T0600,8.780529,0,0.019213988
20221220T0700,8.920529,0,0.020434845
20221220T0800,8.770529,0,0.023657985
20221220T0900,7.8305287,0,0.02166225
20221220T1000,7.8405285,0,0.020781863
20221220T1100,9.580529,0,0.06430188
20221220T1200,11.440529,0,0.12649225
20221220T1300,12.770529,0,0.16816466
20221220T1400,13.680529,0,0.16472632
20221220T1500,14.640529,0,0.15875295
20221220T1600,14.450529,0,0.15239465
20221220T1700,12.570529,0,0.10835603
20221220T1800,11.210529,0,0.05610085
20221220T1900,10.980529,0,0.042817973
20221220T2000,10.970529,0,0.035390373
20221220T2100,11.250529,0,0.038379192
20221220T2200,12.420529,0,0.045660812
20221220T2300,12.630529,0,0.038577538
20221221T0000,12.740529,0,0.023511663
20221221T0100,11.080529,0,0.003457932
20221221T0200,11.270529,0,0.009396594
20221221T0300,11.370529,0,0.07401708
20221221T0400,11.020529,0,0.08351172
20221221T0500,10.260529,0.1,0.06838036
20221221T0600,10.120529,0.3,0.062668115
20221221T0700,10.410529,0,0.056599103
20221221T0800,10.240529,0,0.040095184
20221221T0900,9.360529,0,0.017236363
20221221T1000,9.040529,0,0.009163034
20221221T1100,10.460529,0,0.04202788
20221221T1200,12.630529,0,0.11038942
20221221T1300,13.010529,0,0.14846045
20221221T1400,13.170529,0,0.14331846
20221221T1500,13.200529,0,0.14277208
20221221T1600,13.130529,0,0.11533665
20221221T1700,12.510529,0,0.061057545
20221221T1800,11.060529,0,0.012844523
20221221T1900,9.770529,0,0.009563693
20221221T2000,8.760529,0,0.005768647
20221221T2100,8.690529,0,0.007688653
20221221T2200,9.080529,0,0.010336863
20221221T2300,9.270529,0,0.017649664
20221222T0000,10.190529,0,0.027706236
20221222T0100,10.610529,0,0.037747994
20221222T0200,10.430529,0,0.040991373
20221222T0300,10.390529,0,0.039649803
20221222T0400,10.900529,0,0.050129257
20221222T0500,10.5505295,0.2,0.045458123
20221222T0600,10.600529,0.1,0.038543202
20221222T0700,10.680529,0,0.039522972
20221222T0800,10.720529,0,0.040293947
20221222T0900,10.080529,0,0.0394345
20221222T1000,10.140529,0,0.04334166
20221222T1100,10.830529,0,0.08430421
20221222T1200,11.380529,0,0.12682237
20221222T1300,11.010529,0,0.10961085
20221222T1400,12.120529,0,0.13774751
20221222T1500,12.720529,0.1,0.1443801
20221222T1600,12.940529,0,0.13500604
20221222T1700,12.520529,0,0.113646686
20221222T1800,12.030529,0,0.076481126
20221222T1900,12.250529,0,0.07552075
20221222T2000,11.330529,0,0.05655108
20221222T2100,11.330529,0,0.05275291
20221222T2200,11.320529,0,0.051060453
20221222T2300,10.480529,0.1,0.034425724
20221223T0000,10.660529,0,0.055851538
20221223T0100,11.490529,0,0.05380611
20221223T0200,12.910529,0,0.06572878
20221223T0300,12.820529,0,0.05633221
20221223T0400,12.360529,0,0.039953582
20221223T0500,12.380529,0,0.03585562
20221223T0600,12.340529,0,0.03212319
20221223T0700,12.150529,0,0.02881829
20221223T0800,12.000529,0,0.021936255
20221223T0900,11.680529,0,0.019464448
20221223T1000,12.060529,0,0.022632468
20221223T1100,12.760529,0.2,0.048941374
20221223T1200,14.110529,0.2,0.08128664
20221223T1300,14.170529,0.2,0.09647349
20221223T1400,14.880529,0.2,0.11323562
20221223T1500,14.430529,0.1,0.101334356
20221223T1600,15.470529,0,0.1220027
20221223T1700,14.380529,0.1,0.0885361
20221223T1800,13.990529,1,0.06717496
20221223T1900,14.560529,0,0.06603556
20221223T2000,14.340529,0.2,0.06409737
20221223T2100,13.920529,0,0.053988475
20221223T2200,13.520529,0.1,0.042817578
20221223T2300,12.670529,0,0.031683948
20221224T0000,12.000529,0,0.027033692
20221224T0100,11.530529,0,0.027430082
20221224T0200,11.150529,0,0.023697564
20221224T0300,10.960529,0,0.01959999
20221224T0400,10.890529,0,0.026338195
20221224T0500,10.760529,0,0.028748633
20221224T0600,10.540529,0,0.024311643
20221224T0700,10.370529,0,0.02607755
20221224T0800,9.890529,0,0.024144588
20221224T0900,9.990529,0,0.021940658
20221224T1000,9.950529,0,0.01981374
20221224T1100,11.170529,0,0.058308464
20221224T1200,11.700529,0,0.08267265
20221224T1300,12.650529,0,0.12004887
20221224T1400,13.150529,0,0.13659571
20221224T1500,13.120529,0,0.11345827
20221224T1600,12.710529,0,0.08641758
20221224T1700,12.310529,0,0.053731214
20221224T1800,11.720529,0,0.025083764
20221224T1900,11.220529,0,0
20221224T2000,10.740529,0,0.005415233
20221224T2100,10.000529,0.1,0.001240955
20221224T2200,9.900529,0,0
20221224T2300,9.950529,0,0.002507072
20221225T0000,10.080529,0,0.005369009
20221225T0100,10.500529,0,0.009296794
20221225T0200,10.210529,0,0.007762153
20221225T0300,10.290529,0,0.00934385
20221225T0400,10.290529,0,0.008416214
20221225T0500,10.270529,0,0.008804319
20221225T0600,9.960529,0,0.011462801
20221225T0700,10.360529,0,0.014109508
20221225T0800,10.580529,0,0.012482173
20221225T0900,10.100529,0,0.013393671
20221225T1000,9.960529,0,0.020120673
20221225T1100,8.920529,0,0.040988617
20221225T1200,10.630529,0,0.084139906
20221225T1300,13.570529,0,0.13231322
20221225T1400,13.260529,0,0.15783693
20221225T1500,15.290529,0,0.16831914
20221225T1600,16.14053,0,0.1586386
20221225T1700,14.890529,0,0.13769045
20221225T1800,13.180529,0,0.057418223
20221225T1900,11.180529,0,0.029845456
20221225T2000,9.910529,0,0.018641442
20221225T2100,9.440529,0,0.015157334
20221225T2200,9.830529,0,0.019661749
20221225T2300,9.610529,0,0.01674032
20221226T0000,9.540529,0,0.017094137
20221226T0100,9.700529,0,0.01680779
20221226T0200,9.080529,0,0.009972002
20221226T0300,9.140529,0,0.010186849
20221226T0400,9.070529,0,0.009618511
20221226T0500,8.970529,0,0.010829957
20221226T0600,9.680529,0,0.015504307
20221226T0700,10.520529,0,0.021148827
20221226T0800,11.020529,0,0.02980955
20221226T0900,11.390529,0,0.033173002
20221226T1000,11.060529,0,0.033100042
20221226T1100,11.710529,0,0.04010721
20221226T1200,12.750529,0,0.09038565
20221226T1300,14.720529,0,0.14552054
20221226T1400,10.680529,1.4,0.03793476
20221226T1500,11.060529,0.3,0.0636759
20221226T1600,10.530529,0.3,0.05514851
20221226T1700,10.880529,0.3,0.054881122
20221226T1800,10.930529,0,0.041948758
20221226T1900,10.610529,0,0.03235108
20221226T2000,10.100529,0,0.02749384
20221226T2100,10.180529,0,0.028963987
20221226T2200,9.690529,0,0.021010363
20221226T2300,9.060529,0,0.016738744
20221227T0000,8.560529,0,0.019807957
20221227T0100,7.8905287,0,0.013099228
20221227T0200,7.1905284,0,0.009551097
20221227T0300,7.3305287,0,0.011915106
20221227T0400,6.1805286,0,0.003189095
20221227T0500,5.9505286,0,0
20221227T0600,4.540529,0,0
20221227T0700,4.000529,0,0
20221227T0800,4.2805285,0,0
20221227T0900,4.4905286,0,0
20221227T1000,4.8105288,0,0.006369744
20221227T1100,5.0005283,0,0.031276967
20221227T1200,5.4705286,0,0.071526825
20221227T1300,5.9705286,0,0.10179055
20221227T1400,7.2205286,0,0.10838326
20221227T1500,7.6405287,0,0.09134672
20221227T1600,7.8005285,0,0.0615287
20221227T1700,7.6605287,0,0.031121796
20221227T1800,7.2305284,0,0.004232966
20221227T1900,7.2805285,0,0.005945011
20221227T2000,6.9405284,0,0.008093281
20221227T2100,6.1605287,0,0.010579634
20221227T2200,5.5105286,0,0.007598391
20221227T2300,5.3105288,0,0.004747887
20221228T0000,4.9905286,0,0
20221228T0100,4.7005286,0,0
20221228T0200,4.9205284,0,0.004484215
20221228T0300,5.1705284,0,0.012702647
20221228T0400,5.0705285,0,0.01607374
20221228T0500,4.8905287,0,0.015064202
20221228T0600,4.5705285,0,0.0139018
20221228T0700,4.9705286,0,0.013219091
20221228T0800,4.4305286,0,0.012546995
20221228T0900,4.1105285,0,0.009099175
20221228T1000,4.3505287,0,0.01278225
20221228T1100,5.8205285,0,0.03491858
20221228T1200,8.430529,0,0.073234975
20221228T1300,10.670529,0,0.123535134
20221228T1400,10.990529,0,0.13169715
20221228T1500,12.270529,0,0.13561967
20221228T1600,12.920529,0,0.104946196
20221228T1700,12.230529,0,0.06469533
20221228T1800,9.630529,0,0.034080993
20221228T1900,7.4405284,0,0.03913541
20221228T2000,8.120529,0,0.046431832
20221228T2100,8.570529,0,0.047692757
20221228T2200,8.960529,0,0.065461315
20221228T2300,9.080529,0,0.07232072
20221229T0000,8.640529,0,0.055691924
20221229T0100,8.580529,0,0.045758355
20221229T0200,8.500529,0,0.04455717
20221229T0300,9.260529,0,0.054180127
20221229T0400,9.310529,0,0.05055436
20221229T0500,8.950529,0,0.042980902
20221229T0600,8.520529,0,0.03843661
20221229T0700,8.150529,0,0.036461443
20221229T0800,7.9305286,0,0.038754594
20221229T0900,8.100529,0,0.04378326
20221229T1000,8.320529,0,0.043581795
20221229T1100,9.860529,0,0.083043575
20221229T1200,11.510529,0,0.13249567
20221229T1300,13.030529,0,0.1556152
20221229T1400,12.750529,0,0.15128747
20221229T1500,13.670529,0,0.1446768
20221229T1600,13.960529,0,0.13777451
20221229T1700,12.8005295,0,0.09160697
20221229T1800,11.760529,0,0.04019932
20221229T1900,10.920529,0.2,0.005487385
20221229T2000,10.100529,1.4,0.000217938
20221229T2100,8.090529,1.7,0.023841888
20221229T2200,8.010529,0.4,0.022141617
20221229T2300,8.140529,0,0.021112468
20221230T0000,8.0505295,0,0.020802738
20221230T0100,7.9805284,0,0.01079237
20221230T0200,7.8605285,0,0.006364364
20221230T0300,7.5505285,0,0.000425736
20221230T0400,7.6705284,0,0.001316403
20221230T0500,7.5005283,0,0
20221230T0600,7.4705286,0,0
20221230T0700,7.0505285,0,0
20221230T0800,6.9805284,0,0.001346119
20221230T0900,5.3405285,0,0.001944181
20221230T1000,3.7405286,0,0.001692963
20221230T1100,5.6705284,0,0.034353223
20221230T1200,8.490529,0,0.091817275
20221230T1300,10.100529,0,0.13076152
20221230T1400,11.560529,0,0.13393882
20221230T1500,10.940529,0,0.10415141
20221230T1600,11.670529,0,0.10721181
20221230T1700,11.570529,0,0.09441519
20221230T1800,11.590529,0.1,0.0737813
20221230T1900,11.590529,0,0.06337081
20221230T2000,11.630529,0,0.05759208
20221230T2100,11.680529,0,0.054432936
20221230T2200,12.600529,0,0.05421214
20221230T2300,13.900529,0,0.0623394
20221231T0000,13.500529,0,0.056606017
20221231T0100,14.450529,0,0.072753444
20221231T0200,14.570529,0,0.070732936
20221231T0300,14.190529,0,0.060117558
20221231T0400,13.8005295,0,0.05321381
20221231T0500,14.180529,0,0.05280138
20221231T0600,13.620529,0,0.03712027
20221231T0700,13.650529,0,0.038797095
20221231T0800,12.460529,0,0.03265876
20221231T0900,12.0505295,0,0.028587619
20221231T1000,12.350529,0,0.028893907
20221231T1100,14.210529,0,0.0744619
20221231T1200,16.190529,0,0.14023319
20221231T1300,17.440529,0,0.20002101
20221231T1400,18.670528,0,0.19311899
20221231T1500,19.32053,0,0.18166754
20221231T1600,19.250528,0,0.13934045
20221231T1700,17.850529,0,0.10423146
20221231T1800,16.330528,0,0.0828012
20221231T1900,15.350529,0,0.060510557
20221231T2000,15.370529,0,0.053543087
20221231T2100,15.270529,0,0.053538993
20221231T2200,14.860529,0,0.049142156
