timestamp,Basilea Temperature [2 m elevation corrected],Basilea Growing Degree Days [2 m elevation corrected],Basilea Temperature [1000 mb],Basilea Temperature [850 mb],Basilea Temperature [700 mb],Basilea Sunshine Duration,Basilea Shortwave Radiation,Basilea Direct Shortwave Radiation,Basilea Diffuse Shortwave Radiation,Basilea Precipitation Total,Basilea Snowfall Amount,Basilea Relative Humidity [2 m],Basilea Cloud Cover Total,Basilea Cloud Cover High [high cld lay],Basilea Cloud Cover Medium [mid cld lay],Basilea Cloud Cover Low [low cld lay],Basilea CAPE [180-0 mb above gnd],Basilea Mean Sea Level Pressure [MSL],Basilea Geopotential Height [1000 mb],Basilea Geopotential Height [850 mb],Basilea Geopotential Height [700 mb],Basilea Geopotential Height [500 mb],Basilea Temperature,Basilea Soil Temperature [0-10 cm down],Basilea Vapor Pressure Deficit [2 m],Basilea Wind Speed [10 m],Basilea Wind Direction [10 m],Basilea Wind Speed [80 m],Basilea Wind Direction [80 m],Basilea Wind Gust,Basilea Wind Speed [900 mb],Basilea Wind Direction [900 mb],Basilea Wind Speed [850 mb],Basilea Wind Direction [850 mb],Basilea Wind Speed [700 mb],Basilea Wind Direction [700 mb],Basilea Wind Speed [500 mb],Basilea Wind Direction [500 mb]
20220923T1400,22.81053,0.53377205,22.29,9.6,-0.25,56.363636,548.24,317.77313,230.46686,0,0,36,6,20,0,0,0,1014.7,124,1505,3086,5708,27.45,24.440002,17.698776,9.72,270,10.446206,271.9749,20.16,14.417988,267.1376,18.532133,262.18472,42.577515,266.1215,47.48317,252.80145
20220923T1500,22.90053,0.5375221,22.67,9.95,-0.51,20.60606,424.53,233.41707,191.11293,0,0,41,65,100,65,0,32,1014.3,122,1504,3085,5704,26.03,24.51001,16.405243,11.879999,270,12.964998,271.59113,21.24,17.771753,263.01895,19.770523,259.50854,43.225487,262.3423,52.2893,249.44395
20220923T1600,22.54053,0.52252203,22.72,10.06,-0.59,0,255.43,136.03603,119.39397,0,0,43,100,100,100,10,52,1013.7,116,1499,3080,5696,24.01,23.809998,15.506947,12.605142,268.36343,14.764389,268.60284,22.319998,19.652176,261.57303,20.545246,258.88696,42.150757,259.16992,56.96652,249.27444
20220923T1700,21.770529,0.4904387,22.54,10.12,-0.97,0,121.04,36.666946,84.373055,0,0,45,100,100,100,0,73,1013.3,113,1496,3076,5688,21.67,22.610016,14.277516,11.165805,271.84763,16.215992,272.5448,21.24,22.81957,263.65982,23.73271,260.3948,42.08922,255.13171,59.233948,247.48727
20220923T1800,20.350529,0.43127203,21.8,10.15,-1.23,0,8.01,3.9847164,4.025284,0,0,51,100,100,100,0,77,1013.6,115,1495,3075,5684,19.77,21.089996,11.658007,8.28,270,15.5843,276.6325,16.199999,25.812277,261.9829,30.413076,253.49564,40.0782,250.58852,64.079994,244.01077
20220923T1900,19.680529,0.40335536,21.31,10.26,-1.47,0,0,0,0,0,0,53,100,100,100,0,104,1013.9,118,1498,3077,5682,18.57,19.809998,10.728021,3.396233,212.00539,8.707238,262.875,14.04,26.459389,255.01837,33.895485,247.52057,38.575474,247.50354,63.615166,237.47908
20220923T2000,18.87053,0.3696054,21.02,10.19,-1.69,0,0,0,0,0,0,56,100,100,100,0,88,1013.9,118,1497,3075,5679,17.9,18.850006,9.5495405,7.072878,165.25644,6.9247384,207.89728,14.4,26.693459,259.9025,32.619255,259.18613,40.75798,245.47229,73.094185,243.05635
20220923T2100,17.840528,0.32668868,21.08,10.53,-1.95,0,0,0,0,0,0,59,100,100,100,0,145,1013.4,113,1493,3071,5669,17,18.040009,8.342176,7.5170207,163.30075,10.086427,214.8245,16.199999,27.059933,266.1859,35.589054,262.44366,40.89606,253.63892,81.135086,239.90826
20220923T2200,17.89053,0.32877207,20.84,10.28,-2.42,0,0,0,0,0,0,59,100,99,71,100,223,1013.4,113,1492,3069,5665,16.77,17.339996,8.368457,6.439876,153.43495,10.799999,216.8699,13.679999,29.5551,267.2073,33.75756,262.6476,42.609463,256.31598,70.711365,250.3658
20220923T2300,17.270529,0.3029387,20.43,9.63,-2.53,0,0,0,0,0,0,61,100,87,100,100,217,1013,110,1487,3063,5658,16.47,16.99002,7.655097,5.5887027,194.93143,12.181624,235.8403,15.84,33.636406,264.47247,31.129074,264.0257,38.592266,255.96376,66.7254,252.73819
20220924T0000,16.45053,0.26877204,19.93,8.73,-2.22,0,0,0,0,0,0,70,100,100,100,100,107,1013.7,116,1490,3063,5661,16.09,16.690002,5.590251,5.6920996,198.43495,11.503113,249.86371,17.28,27.117346,264.66785,28.883131,259.95065,40.757977,250.9249,71.37901,251.47366
20220924T0100,15.560529,0.2316887,17.96,8.39,-1.91,0,0,0,0,0.3,0,81,100,100,100,100,105,1013.9,118,1486,3058,5661,15.56,16.339996,3.3450193,7.0911775,156.0375,12.10157,210.37914,12.24,14.039999,292.61987,21.96,270,38.16849,244.88516,73.20757,250.76315
20220924T0200,15.320529,0.2216887,16.98,7.67,-2.04,0,0,0,0,0.7,0,86,100,100,100,100,100,1013.9,118,1480,3053,5656,15.37,16,2.427127,6.2145634,169.99202,9.504273,204.62357,11.5199995,11.966953,291.16125,22.79684,291.29736,22.89611,233.31029,73.978905,254.47589
20220924T0300,15.070529,0.21127205,16.58,7.24,-2.04,0,0,0,0,0.6,0,89,100,0,100,100,122,1013.5,115,1477,3045,5648,14.98,15.740021,1.8766594,6.489992,199.44003,12.413477,240.46121,16.56,33.033802,290.40988,28.236486,289.359,31.072817,223.12213,72.52012,245.97975
20220924T0400,14.810529,0.2004387,15.6,6.91,-1.99,0,0,0,0,0,0,77,100,0,100,100,1,1013,111,1469,3037,5637,14.53,15.450012,3.8588276,14.494192,255.61862,22.608458,260.83765,18.359999,37.16902,301.5348,23.166216,315.62964,38.546906,214.729,78.99109,246.35568
20220924T0500,13.220529,0.1341887,13.81,5.92,-2.17,0,0,0,0,0.5,0,81,100,0,100,100,2,1014.3,121,1472,3037,5636,13.54,14.970001,2.875619,19.523155,264.70993,26.319422,266.86365,23.4,29.387999,300.96375,24.20314,300.37915,35.652725,223.36343,65.19976,236.48541
20220924T0600,12.490529,0.103772044,12.95,5.77,-2.27,0,3.56,0.12009001,3.43991,2.2,0,87,100,0,100,100,2,1015,126,1474,3039,5638,13.26,14.420013,1.8758106,8.78872,235.00798,11.923557,241.11342,12.959999,17.462782,284.32272,26.111792,254.81418,44.4261,232.57295,71.04324,252.29958
20220924T0700,13.830529,0.15960538,13.83,5.85,-2.16,0,101.46,62.863846,38.596153,0.3,0,79,100,0,100,100,0,1015,126,1476,3040,5632,16.27,14.690002,3.3069735,6.28713,203.62938,6.6087217,209.35776,9.36,13.363711,274.63547,24.863466,304.38034,55.925278,246.07497,82.207,246.24133
20220924T0800,15.420529,0.2258554,15.27,6.23,-2.32,0,295.47998,160.43867,135.0413,0,0,70,100,0,100,100,20,1014.5,123,1477,3039,5630,18.76,16.100006,5.2344465,5.0528407,175.91438,4.6938252,175.60129,6.8399997,9.904906,289.0935,25.02971,319.66687,54.436234,244.96022,72.63441,252.10388
20220924T0900,16.89053,0.2871054,16.53,6.7,-2.4,0,388.04,247.84444,140.19557,0,0,62,100,0,100,100,24,1013.9,119,1476,3039,5631,21.71,17.809998,7.281576,5.6920996,161.56505,5.2416787,164.0546,8.28,8.913181,316.6366,16.279802,305.09583,53.183826,257.0926,66.593185,261.6071
20220924T1000,18.180529,0.34085536,17.72,6.75,-2.75,0,489.5,322.34894,167.15106,0,0,54,100,0,100,100,9,1013.9,118,1479,3043,5636,23.53,19.660004,9.561627,4.32,180,3.9763298,185.19443,8.64,6.151683,249.44395,13.039754,276.34018,49.977802,251.95659,56.138073,252.84325
20220924T1100,19.240528,0.385022,18.7,7,-1.88,9.696969,545.57,368.20975,177.36026,0,0,49,83,100,41,83,25,1013.4,114,1478,3043,5635,25.45,21.290009,11.327048,1.4399999,180,1.8,180,6.8399997,4.8965297,216.02737,10.028439,291.0375,48.758408,253.70596,63.01645,246.07074
20220924T1200,16.350529,0.26460537,16.14,6.62,-2.6,0,319.51,124.1319,195.37811,0.2,0,73,100,0,100,100,74,1013.7,116,1473,3039,5628,20.02,18.649994,4.999319,5.937272,255.96376,5.5887027,255.06857,8.28,11.183201,266.30862,13.1041975,285.9454,28.639803,255.43973,59.730713,243.12608
20220924T1300,16.930529,0.28877202,16.61,7.4,-3,0,330.19,157.34503,172.84497,0,0,71,100,0,100,100,105,1013.7,116,1476,3042,5630,21.01,19.179993,5.5710964,9.178235,205.55997,9.178235,205.55997,9.72,10.966713,246.8014,10.805999,271.90915,32.736256,278.2192,60.381344,239.15341
20220924T1400,18.010529,0.33377203,17.6,7.27,-3.07,5.454544,499.28998,309.48248,189.80748,0,0,66,90,0,90,10,221,1013.3,113,1475,3042,5629,22.55,20.279999,6.9922457,11.435313,208.17859,11.119281,209.05461,12.24,13.217443,240.64226,11.5199995,270,36.40453,267.1659,59.225193,237.66237
20220924T1500,18.48053,0.3533554,18.32,7.59,-3.4,43.0303,428.09,229.40587,198.68413,0,0,63,28,0,28,0,305,1013.1,111,1476,3043,5627,21.74,20.640015,7.8368673,11.983188,212.73523,12.181624,214.1597,12.959999,14.021525,228.12213,13.138765,260.5377,33.839996,270,56.91303,236.6115
20220924T1600,18.610529,0.35877204,18.85,7.46,-3.23,46.666668,293.69998,128.5311,165.16888,0,0,61,22,0,22,2,366,1012.7,108,1475,3041,5624,20.19,20.360016,8.32796,10.296251,216.46924,10.514218,218.04704,11.5199995,14.277983,236.30994,14.512064,262.875,27.722336,269.25595,52.032143,241.48445
20220924T1700,17.81053,0.32543874,18.36,6.95,-3.19,12.727271,96.119995,39.795773,56.324223,0,0,65,78,0,78,11,363,1013.2,112,1478,3045,5626,18.08,19.429993,7.1079407,9.360001,202.61987,12.413477,209.53879,12.959999,10.594036,260.2176,13.493999,260.78897,25.570139,271.61353,50.082718,242.14555
20220924T1800,15.420529,0.2258554,17.11,7.13,-3.34,0,8.01,3.399508,4.610492,0,0,75,100,0,33,100,196,1013,110,1475,3041,5620,16.03,18.029999,4.3620396,9.3876505,184.39871,14.84318,194.03624,15.84,11.269782,296.56506,12.429127,280.008,22.751316,265.46222,48.791622,242.30052
20220924T1900,14.990529,0.20793872,17.45,7.06,-3.77,0,0,0,0,0,0,76,100,0,100,100,141,1013.1,111,1475,3040,5619,15.52,16.980011,4.0735216,8.049845,153.43495,9,180,9.72,9.178235,295.55997,11.928989,264.80557,19.13426,258.05585,47.664326,238.59094
20220924T2000,14.970529,0.20710535,17,7.68,-3.6,0,0,0,0,0,0,76,100,0,100,100,135,1013.7,116,1479,3045,5623,15.08,16.27002,4.068285,7.42159,129.09386,7.2,126.869896,7.5599995,7.172949,287.52557,15.7908325,245.77226,15.141414,251.99585,46.0589,242.03288
20220924T2100,14.410529,0.18377204,16.61,7.12,-3.86,0,0,0,0,0,0,76,2,0,2,0,110,1013.9,118,1479,3045,5623,13.67,15.5,3.924036,5.991594,147.26477,5.8603754,137.48955,2.52,7.42159,284.03625,14.33234,244.72229,12.849528,258.69006,43.498962,245.55606
20220924T2200,13.790529,0.15793872,16.45,6.88,-3.96,0,0,0,0,0,0,76,53,0,53,23,109,1013.5,114,1475,3039,5618,13.1,14.76001,3.769598,5.815978,158.1986,5.506941,168.69006,4.32,6.725354,285.5241,13.556282,259.28687,16.79314,239.03624,44.923615,248.36911
20220924T2300,13.270529,0.13627203,16.29,6.72,-4,0,0,0,0,0,0,78,29,0,29,29,162,1013.1,110,1470,3033,5612,12.6,14.170013,3.3405352,5.95906,154.98311,5.3999996,180,3.96,6.638072,282.5288,14.154915,262.69424,20.188908,230.06363,44.52954,255.96376
20220925T0000,12.970529,0.123772025,15.96,6.61,-3.6,0,0,0,0,0,0,80,100,100,100,0,72,1013.9,117,1476,3040,5620,12.2,13.630005,2.977974,6.1305785,139.76364,6.989936,145.49147,3.6,6.519877,276.34018,11.928989,264.80557,24.627789,232.12502,45.891174,258.69006
20220925T0100,12.830529,0.11793872,15.56,6.53,-3.48,0,0,0,0,0,0,79,100,1,100,0,75,1013.7,115,1473,3036,5616,11.91,13.240021,3.0983868,5.315336,118.30075,8.942214,130.1009,5.3999996,6.4799995,270,10.464798,266.0548,22.9724,237.80426,41.699436,243.87738
20220925T0200,12.060529,0.085855365,15.06,6.44,-3.64,0,0,0,0,0,0,82,73,0,73,0,84,1013,109,1466,3028,5605,11.33,12.860016,2.5249376,6.638072,102.52881,11.119281,119.054596,3.6,7.2,270,10.464798,273.9452,21.42227,245.15762,40.036144,232.30576
20220925T0300,11.270529,0.0529387,14.52,6.3,-3.8,0,0,0,0,0,0,85,20,0,20,0,57,1013.2,109,1465,3028,5604,10.83,12.470001,1.9972076,7.628263,109.29004,16.87398,123.69006,6.12,6.130579,273.36646,8.759178,279.46234,19.137648,253.61046,39.134167,230.59933
20220925T0400,11.040529,0.043355387,14.35,6.2,-4.02,0,0,0,0,0,0,86,0,0,0,0,62,1013.1,109,1464,3026,5601,10.37,12.050018,1.8358641,7.729527,117.75854,18,126.869896,7.92,4.6938252,265.6013,6.489992,273.17984,15.941944,263.51694,31.122828,240.17291
20220925T0500,10.720529,0.030022025,14.04,6.07,-4.28,0,0,0,0,0,0,88,0,0,0,0,76,1012.6,105,1459,3020,5595,10.02,11.660004,1.5405073,7.0911775,113.96249,15.124284,128.23383,7.5599995,4.0249224,259.69516,4.68,270,10.446206,271.9749,30.192822,230.80673
20220925T0600,10.830529,0.034605384,13.74,5.99,-4.43,9.575589,24.92,6.984394,17.935606,0,0,88,76,0,76,0,78,1013.1,108,1462,3022,5596,11.35,11.550018,1.5518122,7.8954163,114.22774,14.336861,128.88449,5.04,4.68,270,4.379589,279.46234,7.2359104,275.7106,33.66337,228.46823
20220925T0700,12.640529,0.11002203,13.73,5.94,-4.49,56.363636,171.77,53.128555,118.64145,0,0,83,6,0,6,0,76,1013.2,111,1465,3025,5598,14.49,12.529999,2.4772177,8.089993,110.854454,10.805998,119.981636,3.6,5.4119864,273.8141,4.829907,296.56506,5.4119864,273.8141,27.859905,237.13132
20220925T0800,14.740529,0.19752204,14.78,5.92,-4.4,38.181816,323.07,156.64629,166.42372,0,0,75,36,22,36,0,69,1012.7,108,1464,3024,5597,17.86,14.300018,4.1755056,8.225035,113.19859,8.707237,119.74488,4.68,6.489992,273.17984,5.1165614,309.2894,3.2399998,270,20.288164,242.52557
20220925T0900,16.600529,0.27502203,16.51,5.91,-4.14,0,438.77,251.70103,187.06895,0,0,68,100,100,100,0,319,1012.8,109,1467,3027,5600,20.61,16.5,6.020055,3.7064266,150.94539,3.8939953,146.30994,3.6,6.8399997,270,6.3690495,317.29062,3.2399998,270,11.457958,226.27303
20220925T1000,16.740528,0.28085533,17.14,5.74,-4.05,0,219.83,50.131485,169.69852,0.1,0,64,100,100,100,64,190,1012.6,107,1465,3025,5598,17.92,17.190002,6.833027,5.815978,248.1986,5.6920996,251.56506,5.7599998,7.771331,256.6075,5.00128,300.25644,2.5455842,261.8699,7.10031,210.46555
20220925T1100,16.82053,0.28418875,17.15,5.69,-4.01,0,146.84999,5.13237,141.71762,0.1,0,61,100,100,100,93,125,1012.5,106,1464,3024,5597,18.09,17.360016,7.4401045,8.647496,272.38596,8.707238,277.125,7.5599995,9.36,270,3.6,270,3.2399998,270,7.7043357,232.59465
20220925T1200,17.350529,0.30627203,16.68,5.29,-4.32,0,479.71,354.38068,125.32933,0,0,60,100,0,83,100,111,1012.3,104,1460,3018,5591,24.12,20.360016,7.891162,8.209263,322.12503,7.9932966,324.16235,11.5199995,9.178235,311.8202,19.0392,285.35016,16.75064,261.34747,25.744402,249.53772
20220925T1300,16.830528,0.28460535,16.77,5.27,-4.46,0,211.81999,27.34259,184.4774,0.1,0,60,100,16,97,100,94,1012.7,108,1464,3021,5593,19.8,19.77002,7.6357174,9.504272,322.69604,10.296251,323.53076,13.32,11.709688,315,21.120682,299.62375,19.523155,275.2901,21.129885,246.9296
20220925T1400,17.440529,0.31002203,17.05,5.17,-4.48,30.303032,324.85,209.36981,115.48019,0,0,56,49,12,0,49,79,1012.9,110,1467,3023,5595,22.22,19.809998,8.729741,9.931042,316.4688,10.195057,317.86243,13.679999,11.753876,310.03027,18.892282,300.96378,25.325686,275.7106,19.734436,255.20325
20220925T1500,17.260529,0.30252203,17.29,5.04,-4.6,22.424244,290.13998,253.71614,36.423847,0.1,0,54,62,17,62,62,73,1012.2,104,1461,3017,5588,19.98,19.670013,9.023384,8.435069,320.19443,8.714677,321.70984,12.24,10.514218,308.04706,13.854155,294.56717,26.33911,280.2348,20.172853,272.0454
20220925T1600,16.850529,0.2854387,17.27,5.02,-4.58,28.48485,114.81,50.413498,64.3965,0,0,55,52,15,12,52,65,1012,102,1460,3015,5588,17.93,18.860016,8.601081,7.491114,324.7824,7.9932966,324.16235,12.959999,10.315115,299.24884,14.759999,282.6804,22.530937,282.926,19.493261,274.2364
20220925T1700,16.510529,0.27127203,17.11,4.99,-4.91,0,41.829998,25.045477,16.784521,0,0,56,100,13,33,100,85,1013.1,112,1469,3023,5594,16.76,17.980011,8.230371,7.69592,349.2157,9.9571085,347.4712,13.679999,11.808878,307.5686,15.893093,283.0919,21.746502,289.3348,18.806337,264.5077
20220925T1800,15.740529,0.23918872,16.43,4.77,-5.13,0,1.78,0.23596334,1.5440366,0,0,60,100,9,25,100,89,1013.2,113,1468,3021,5591,15.88,17.100006,7.123725,6.849467,3.0127716,10.853866,354.28943,9,12.229406,312.61407,13.797913,285.12402,21.407139,289.6538,19.734436,284.79675
20220925T1900,15.230529,0.2179387,16.04,4.68,-5.37,0,0,0,0,0,0,65,100,0,2,100,104,1013.4,114,1467,3020,5590,15.39,16.410004,6.032873,2.2768397,341.56506,6.989936,325.4915,7.92,12.181624,304.1597,15.463244,282.09476,19.255793,290.8068,20.523157,285.25513
20220925T2000,14.720529,0.1966887,15.45,4.28,-5.34,0,0,0,0,0,0,67,100,0,10,100,98,1013.9,118,1470,3022,5592,14.83,15.880005,5.504568,5.815978,248.1986,8.28,270,11.5199995,12.496719,281.63364,16.919998,270,15.509274,291.8014,19.0392,285.35016
20220925T2100,13.5505295,0.14793873,14.48,4.19,-5.37,0,0,0,0,0,0,70,100,0,0,100,78,1013.9,117,1467,3017,5586,13.98,15.300018,4.639085,10.308831,257.90524,15.4800005,270,15.84,18.511143,283.49573,20.570463,274.0142,14.917212,289.74683,21.316135,274.844
20220925T2200,12.920529,0.12168872,14.08,3.96,-5.16,0,0,0,0,0,0,73,100,0,0,100,43,1014.1,119,1467,3017,5587,13.04,14.610016,4.0071516,7.754637,248.1986,12.261158,273.36646,13.679999,19.839235,281.51382,25.264202,274.08563,16.595179,282.5288,23.97989,277.76517
20220925T2300,12.710529,0.112938724,13.75,3.27,-5.19,0,0,0,0,0,0,74,100,0,0,100,36,1013.5,114,1460,3011,5580,12.71,14.149994,3.8060951,7.24486,243.43495,11.304229,260.83765,11.5199995,24.50381,272.52612,27.722336,270.74408,18.584509,278.91492,27.343414,279.09027
20220926T0000,12.380529,0.09918872,13.47,3.18,-5.12,0,0,0,0,0,0,74,100,0,0,100,24,1012.8,108,1452,3003,5574,12.84,13.880005,3.7246447,8.161764,228.57634,11.090103,256.86597,13.679999,28.460497,267.82526,27.74103,267.76883,20.519999,270,30.903435,278.0357
20220926T0100,11.470529,0.061272025,13.32,3.09,-5.46,0,0,0,0,0,0,77,100,0,0,100,29,1013.5,113,1456,3008,5579,11.75,13.440002,3.1031752,7.2,216.8699,9.826088,241.55707,15.4800005,28.460497,267.82526,26.661882,267.67847,27.419146,266.23596,33.121956,269.37726
20220926T0200,10.560529,0.023355365,12.78,3.69,-5.91,0,0,0,0,0,0,80,3,0,0,3,17,1012.8,106,1449,2998,5568,10.58,12.660004,2.5403223,6.618519,225,11.901798,266.53177,17.64,27.722336,270.74408,25.006397,276.61346,33.805515,262.04248,35.452232,260.05945
20220926T0300,10.210529,0.008772056,12.33,4,-6.41,0,0,0,0,0,0,81,87,0,0,87,24,1011.8,98,1439,2988,5555,10.16,12.02002,2.3576422,6.1094027,225,11.165805,268.1524,14.4,26.302181,272.3533,26.836306,276.93436,38.292225,260.80334,40.340885,256.5838
20220926T0400,10.820529,0.034188706,12.17,4.33,-6.36,0,0,0,0,0,0,80,100,2,0,100,20,1011.6,97,1437,2985,5551,11.26,11.980011,2.5846357,5.904439,232.43141,11.159999,270,12.24,29.888672,271.38037,22.702845,284.69733,38.773182,254.93152,45.21262,249.97792
20220926T0500,11.180529,0.049188692,12.15,4.02,-6.38,0,0,0,0,0,0,82,100,13,0,100,32,1011.8,99,1438,2985,5548,11.48,12.080017,2.3824053,7.342588,258.69006,12.959999,270,14.759999,31.1686,276.6325,25.40743,290.7461,37.346416,252.61304,51.57055,251.69153
20220926T0600,11.530529,0.063772045,12.16,3.4,-6.84,0,18.69,7.3965797,11.293421,0,0,81,100,25,0,100,42,1011.3,96,1435,2979,5539,12.42,12.26001,2.573679,9.360001,247.38014,14.05845,256.67548,15.4800005,28.1169,283.32452,28.73242,285.25513,40.30071,251.24136,52.7188,250.45145
20220926T0700,12.700529,0.11252204,13.11,2.89,-6.77,58.36364,166.43,51.363136,115.06686,0,0,75,2.7,9,0,0,93,1010.6,90,1431,2975,5535,14.42,12.990021,3.6573105,9.585739,235.71313,10.990322,238.3925,16.919998,30.960001,270,28.08,270,42.35167,252.18112,46.62799,256.6075
20220926T0800,14.060529,0.1691887,14.23,2.94,-6.6,53.939396,230.51,148.29019,82.21981,0.1,0,62,10,17,0,10,55,1010.4,89,1432,2975,5537,16.53,14,6.0739565,15.683776,260.7539,17.873556,260.72742,20.519999,25.509243,261.0694,32.399998,270,40.786587,249.32558,32.241615,286.20905
20220926T0900,14.970529,0.20710535,14.89,2.92,-6.79,53.939396,388.93,243.56781,145.36218,0,0,56,10,27,6,10,60,1009.7,83,1429,2972,5536,18.62,15.420013,7.458522,18.079027,257.34744,19.562946,257.24246,25.199999,25.277023,259.3302,32.072342,267.42664,41.556225,250.78023,35.598152,331.62076
20220926T1000,14.900529,0.2041887,15.31,2.99,-7.03,38.78788,189.56999,25.400497,164.1695,0,0,54,35,7,35,10,54,1009,77,1425,2968,5536,16.58,15.75,7.7625036,18.899143,252.25534,21.41319,253.39302,26.64,27.595825,254.87599,29.07989,254.93152,40.77546,256.20914,38.141315,326.15994
20220926T1100,15.810529,0.24210536,16.12,3.7,-6.74,0,457.46,387.50885,69.95115,0,0,49,100,35,100,10,55,1008.3,71,1422,2966,5539,17.87,17.130005,9.123484,22.881956,257.27563,26.052162,258.84534,28.08,33.27031,256.86597,34.488674,256.10883,42.793083,259.8245,39.172237,306.02737
20220926T1200,17.57053,0.31543875,17.25,4.86,-5.69,0,577.61,378.85706,198.75294,0,0,42,100,17,100,10,38,1007,61,1417,2965,5541,23.27,20.140015,11.602139,17.28,270,18.36353,271.12332,22.319998,22.392462,265.38934,23.576563,262.98352,43.13395,255.49983,45.391415,291.8858
20220926T1300,16.89053,0.2871054,17.27,4.98,-6.32,0,214.48999,30.998093,183.4919,0,0,44,100,3,100,100,46,1007.2,62,1419,2968,5545,18.94,19.399994,10.730743,19.45333,272.1211,22.33161,271.84763,25.56,27.44513,265.48602,27.645092,261.76437,54.763794,252.39882,49.00498,285.77194
20220926T1400,16.79053,0.28293872,17.28,5.02,-6.67,0,204.7,47.361176,157.33882,0,0,47,100,49,100,100,78,1005.8,51,1408,2956,5535,18.79,18.820007,10.091693,20.721119,262.01068,24.031178,261.38434,29.519999,31.983318,258.31064,32.839024,257.33493,53.88588,257.2636,52.60067,277.0764
20220926T1500,16.65053,0.27710542,17.37,5.17,-5.29,0,176.22,63.01419,113.20581,0,0,47,100,81,100,100,51,1005.9,51,1408,2958,5537,17.78,18.300018,10.002429,22.366402,266.30862,27.44513,265.48602,28.8,36.359997,258.57883,36.8486,255.28493,43.17899,277.18427,50.607857,278.59122
20220926T1600,16.000528,0.25002202,16.79,5.03,-6.2,0,134.39,83.36128,51.02872,0,0,47,100,1,100,100,15,1005.2,45,1400,2952,5528,17.12,17.679993,9.5970125,23.565567,251.28827,29.374763,250.67682,32.760002,45.14377,246.50143,55.866154,243.60007,55.637177,265.1748,46.46371,280.26514
20220926T1700,14.710529,0.19627206,15.67,4.83,-5.94,0,56.07,34.51557,21.554426,0,0,55,100,0,100,100,26,1005.3,46,1398,2947,5524,15.23,16.800018,7.5013914,20.94507,241.23236,27.105392,239.68878,32.039997,50.77149,240.70865,58.749527,250.67682,55.02232,263.991,50.761276,269.59366
20220926T1800,14.340529,0.1808554,15.62,5.62,-6.75,0,1.78,0.40305758,1.3769424,0,0,54,100,0,100,100,37,1004.7,42,1395,2943,5521,14.3,15.820007,7.4871225,23.042812,208.96767,30.871965,211.65128,37.079998,56.934654,237.91782,60.007797,250.3693,65.92818,267.80945,55.145844,277.125
20220926T1900,13.980529,0.16585536,15.28,5.57,-6.28,0,0,0,0,0,0,59,100,0,100,100,22,1003.9,34,1387,2939,5512,13.88,15.119995,6.5195923,21.900904,205.30138,29.827904,209.65912,39.239998,58.72857,237.77124,66.281075,249.9903,70.61324,259.72128,54.33138,260.84973
20220926T2000,13.290529,0.13710539,14.69,5.3,-5.82,0,0,0,0,0.1,0,65,100,0,3,100,26,1004.1,37,1388,2940,5511,13.17,14.51001,5.3214207,20.929594,206.56505,29.024128,209.74489,32.399998,60.814434,235.3692,67.929436,247.23999,63.37636,268.69806,76.51842,252.75854
20220926T2100,12.860529,0.1191887,14.28,5.24,-4.59,0,0,0,0,0,0,66,100,0,83,100,13,1003,27,1377,2932,5497,13.03,13.980011,5.026288,21.67487,221.63354,28.775238,223.47923,41.399998,62.313286,244.32318,70.74435,249.44395,73.27482,262.94482,78.44118,259.1542
20220926T2200,12.170529,0.09043872,13.57,4.43,-4.76,0,0,0,0,0.4,0,74,100,0,100,100,9,1001.7,17,1362,2916,5481,12.34,13.619995,3.6736145,16.563911,227.64255,20.929594,229.18492,35.28,61.37023,241.63095,84.04284,242.99591,58.7076,271.757,81.72555,255.7189
20220926T2300,12.220529,0.092522025,13.87,4.68,-5.37,0,0,0,0,0.9,0,71,100,0,100,100,39,1000.9,10,1355,2906,5465,11.99,13.200012,4.110983,27.698954,242.10274,37.029285,243.43495,38.16,73.75082,244.5607,88.79092,261.6071,54.72473,270.75385,92.90511,252.40758
20220927T0000,11.040529,0.043355387,12.27,2.59,-6.44,0,0,0,0,0.2,0,83,100,0,41,100,52,1002.7,24,1360,2907,5456,11.14,12.75,2.2292633,28.460497,272.17474,36.47388,274.5288,36.36,55.23977,286.66348,55.03763,285.9454,72.92022,265.75317,83.57119,264.31396
20220927T0100,10.640529,0.026688695,11.82,2.08,-7.48,0,0,0,0,0,0,82,100,0,100,100,71,1003,26,1362,2901,5446,10.89,12.309998,2.2984962,25.199999,270,33.87062,272.43665,33.839996,56.012115,287.96915,56.317852,283.68094,68.41515,268.79395,83.209854,271.9835
20220927T0200,9.890529,0,11.08,1.73,-8.73,0,0,0,0,0,0,82,100,0,100,100,65,1002.7,24,1358,2894,5432,10.2,11.899994,2.1862822,26.64,270,34.56,270,37.8,57.833527,288.88608,53.85701,289.52502,53.058186,289.41846,79.85593,281.96848
20220927T0300,9.780529,0,10.93,1.25,-8.93,0,0,0,0,0,0,82,100,0,100,100,96,1003.5,31,1361,2896,5429,10.14,11.440002,2.1702375,31.698402,268.0475,41.76155,269.5061,41.399998,65.481415,286.9406,56.37765,290.17065,49.205563,286.5788,86.33772,298.38165
20220927T0400,8.480529,0,9.69,0.75,-10.19,0,0,0,0,0,0,83,100,0,100,100,39,1004,34,1360,2889,5425,8.75,10.850006,1.8778667,29.239891,274.2364,38.006863,275.9806,40.32,58.521873,293.56885,59.894306,297.1811,59.37272,292.83368,103.596214,311.0548
